,PWSID,COUNTY_SERVED
557616,OH7708812,Summit
557682,CO0218011,Douglas
557703,NC0472025,Perquimans
557704,NC0472025,
557705,NC0472101,Perquimans
557706,NC0472101,
557716,CO0145810,Otero
557725,CO0147040,Park
557726,CO0147090,Park
557756,CO0150100,Prowers
557757,CO0150200,Prowers
557759,CO0150400,Prowers
557761,CO0150600,Prowers
557763,CO0150800,Prowers
557767,CO0151100,Pueblo
557768,CO0151150,Pueblo
557777,IN2440864,LaGrange
557778,IN2440864,
557815,OH7801712,Trumbull
557827,NC0184141,Stanly
557828,NC0184141,
557829,NC0184142,Stanly
557830,NC0184142,
557831,NC0184143,Stanly
557832,NC0184143,
557833,NC0184144,Stanly
557834,NC0184144,
557846,NC0319110,Chatham
557847,NC0319110,
557896,NC0190413,Union
557897,NC0190413,
557918,NC2060089,Mecklenburg
557923,NC0392356,Wake
557924,NC0392356,
557935,TX1650135,Midland
557964,NC0498045,Wilson
557965,NC0498045,
557988,NC0363155,Moore
557989,NC0363155,
557990,NC0368130,Orange
557991,NC0368130,
557998,NC0392346,Wake
557999,NC0392346,
558018,NC0392333,Wake
558019,NC0392333,
558038,IN2440897,LaGrange
558039,IN2440897,
558042,IN2440899,LaGrange
558043,IN2440899,
558091,CO0128500,Huerfano
558096,CO0128900,Huerfano
558168,CO0219170,Eagle
558169,CO0219170,
558204,NC0467035,Onslow
558205,NC0467035,
558208,NC0467042,Onslow
558209,NC0467042,
558212,NC0467046,Onslow
558213,NC0467046,
558228,NC0489015,Tyrrell
558229,NC0489015,
558232,NC0494010,Washington
558233,NC0494010,
558234,NC0494015,Washington
558235,NC0494015,
558250,NC4092105,Wake
558251,NC4092105,
558265,NC0392587,Wake
558266,NC0392587,
558267,NC0363151,Moore
558268,NC0363151,
558269,NC0363153,Moore
558270,NC0363153,
558297,NC0377010,Richmond
558298,NC0377010,
558316,CO0162359,Weld
558318,CO0162438,Weld
558330,CO0162833,Weld
558332,CO0163001,Yuma
558342,CO0130035,Jefferson
558344,CO0130045,Jefferson
558345,CO0130050,Jefferson
558352,CO0130100,Jefferson
558354,CO0130115,Jefferson
558371,CO0131600,Kiowa
558372,CO0131800,Kiowa
558374,CO0132005,Kit Carson
558375,CO0132010,Kit Carson
558376,CO0132015,Kit Carson
558390,CO0134180,La Plata
558391,CO0134190,La Plata
558392,CO0134200,La Plata
558395,NC0326955,Cumberland
558396,NC0326955,
558458,CO0230223,Jefferson
558476,TX1520263,Lubbock
558500,NC3099029,Yadkin
558501,NC3099029,
558527,NC4092199,Wake
558528,NC4092199,
558578,CO0201051,Adams
558597,CO0204900,Archuleta
558613,CO0207319,Boulder
558616,CO0207466,Boulder
558631,AZ0420451,Pima
558632,AZ0420451,
558697,IN2890826,Wayne
558698,IN2890826,
558701,IN2890834,Wayne
558702,CO0151200,Pueblo
558703,CO0151350,Pueblo
558705,CO0151450,Pueblo
558708,CO0151650,Pueblo
558709,CO0151700,Pueblo
558714,CO0153400,Rio Grande
558725,CO0154524,Routt
558726,CO0154566,Routt
558751,IN2441068,LaGrange
558752,IN2441068,
558769,IN2431168,Kosciusko
558770,IN2431168,
558777,IN2710636,St. Joseph
558778,IN2710636,
558801,NC0180122,Rowan
558802,NC0180122,
558890,IN2440084,LaGrange
558891,IN2440084,
558961,CO0154724,Routt
558962,CO0154725,Routt
558963,CO0154743,Routt
558975,CO0157300,San Miguel
558977,CO0157500,San Miguel
558983,CO0158001,Sedgwick
558984,CO0158005,Sedgwick
559001,NC2090010,Union
559002,NC2090010,
559011,NC0118279,Catawba
559012,NC0118279,
559020,IN2441004,LaGrange
559021,IN2441004,
559024,IN2441007,LaGrange
559025,IN2441007,
559026,IN2441008,LaGrange
559027,IN2441008,
559028,IN2441009,LaGrange
559029,IN2441009,
559075,NC0392160,Wake
559076,NC0392160,
559122,NC4051007,Johnston
559123,NC4051007,
559126,NC4068014,Orange
559127,NC4068014,
559132,NC4051008,Johnston
559133,NC4051008,
559142,NC0149138,Iredell
559145,NC0149138,
559148,NC4092073,Wake
559149,NC4092073,
559152,NC0150116,Jackson
559153,NC0150116,
559174,NC0496065,Wayne
559175,NC0496065,
559209,NC0150035,Jackson
559210,NC0150035,
559259,IN5271024,St. Joseph
559260,IN5271024,
559263,IN5272001,Scott
559264,IN5272001,
559265,IN5272002,Scott
559266,IN5272002,
559281,CO0108501,Chaffee
559291,CO0109006,Cheyenne
559292,CO0109011,Cheyenne
559296,CO0110020,Clear Creek
559298,CO0110026,Clear Creek
559301,CO0110045,Clear Creek
559306,CO0111525,Conejos
559335,CO0134530,La Plata
559410,NE3120959,Knox
559411,NE3120959,
559429,NC0467229,Onslow
559430,NC0467229,
559437,NC0471010,Pender
559438,NC0471010,
559439,NC0471015,Pender
559440,NC0471015,
559441,NC0471020,Pender
559442,NC0471020,
559443,NC0471025,Pender
559444,NC0471025,
559455,NC0466045,Northampton
559456,NC0466045,
559478,NC0416163,Carteret
559479,NC0416163,
559492,NC0424820,Columbus
559493,NC0424820,
559502,NC0392992,Wake
559503,NC0392992,
559504,NC0407557,Beaufort
559546,IN5276011,Steuben
559570,CO0208360,Chaffee
559573,CO0208440,Chaffee
559579,CO0208760,Chaffee
559583,CO0134840,La Plata
559589,CO0135143,Larimer
559591,CO0135237,Larimer
559594,CO0135291,Larimer
559596,CO0135315,Larimer
559601,CO0135538,Larimer
559605,CO0135610,Larimer
559612,CO0135883,Larimer
559624,NC0286107,Surry
559625,NC0286107,
559634,IN2890834,
559719,IN2200073,Elkhart
559720,IN2200073,
559723,IN2440001,LaGrange
559724,IN2440001,
559738,NC0407557,
559741,NC0407559,Beaufort
559742,NC0407559,
559743,NC0416410,Carteret
559744,NC0416410,
559757,NC0407020,Beaufort
559758,NC0407020,
559826,CO0210016,Clear Creek
559827,CO0210017,Clear Creek
559840,CO0212400,Costilla
559866,NC0326280,Cumberland
559867,NC0326280,
560023,NC0392060,Wake
560024,NC0392060,
560025,NC0392077,Wake
560026,NC0392077,
560031,NC0392340,Wake
560032,NC0392340,
560033,NC0392341,Wake
560034,NC0392341,
560039,NC0392168,Wake
560040,NC0392168,
560049,NC0392261,Wake
560059,NC0362025,
560060,NC0362030,Montgomery
560061,NC0362030,
560062,NC0362035,Montgomery
560063,NC0362035,
560074,IN5285020,Wabash
560075,IN5285020,
560086,IN5287003,Warrick
560087,IN5287003,
560090,IN5287006,Warrick
560091,IN5287006,
560092,IN5287007,Warrick
560093,IN5287007,
560098,IN5288002,Washington
560099,IN5288002,
560100,IN5288004,Washington
560244,NC0181133,Rutherford
560245,NC0181133,
560263,CO0222700,Fremont
560364,IN2460879,LaPorte
560365,IN2460879,
560368,IN2460881,LaPorte
560369,IN2460881,
560370,IN2460882,LaPorte
560371,IN2460882,
560391,IN2570943,Noble
560392,IN2570943,
560430,NC0180161,Rowan
560431,NC0180161,
560469,NC3079031,Rockingham
560471,NC3079031,
560481,NC0299429,Yadkin
560482,NC0299429,
560517,CO0223800,Garfield
560531,CO0225116,Grand
560546,CO0225733,Grand
560609,NC0319137,Chatham
560610,NC0319137,
560615,NC0326020,Cumberland
560616,NC0326020,
560627,NC0273010,Person
560628,NC0273010,
560635,NC0276010,Randolph
560636,NC0276010,
560637,NC0276015,Randolph
560638,NC0276015,
560639,NC0276020,Randolph
560640,NC0276020,
560641,NC0276025,Randolph
560642,NC0276025,
560643,NC0276030,Randolph
560644,NC0276030,
560737,NC0229010,Davidson
560738,NC0229010,
560743,NC0229030,Davidson
560744,NC0229030,
560770,NC0112080,Burke
560800,NC0392188,Wake
560801,NC0392188,
560843,NC0144127,Haywood
560844,NC0144127,
560851,NC2013022,Cabarrus
560852,NC2013022,
560891,NC7071011,Pender
560892,NC7071011,
560895,NC7065007,New Hanover
560896,NC7065007,
560912,CO0238002,Logan
560939,CO0241186,Moffat
560982,NC0229035,Davidson
560983,NC0229035,
561101,NC0392298,Wake
561102,NC0392298,
561107,NC0392373,Wake
561108,NC0392373,
561109,NC0392374,Wake
561110,NC0392374,
561123,NC2084006,Stanly
561124,NC2084006,
561125,NC2084008,Stanly
561126,NC2084008,
561169,NC4392157,Wake
561170,NC4392157,
561173,NC4392159,Wake
561174,NC4392159,
561265,IN2520002,Miami
561266,IN2520002,
561314,NC0347025,Hoke
561315,NC0347025,
561316,NC0347030,Hoke
561317,NC0347030,
561320,NC0353015,Lee
561321,NC0353015,
561340,NC0353101,Lee
561341,NC0353101,
561354,CO0247017,Park
561356,CO0247019,Park
561362,CO0247039,Park
561363,CO0247041,Park
561373,CO0247325,Park
561440,NC0293015,Warren
561441,NC0293015,
561470,CO0230001,Jefferson
561490,CO0230052,Jefferson
561492,CO0230067,Jefferson
561500,CO0230225,Jefferson
561503,NC0276035,Randolph
561504,NC0276035,
561505,NC0276040,Randolph
561506,NC0276040,
561537,IN5240001,Jennings
561538,IN5240001,
561543,IN5240005,Jennings
561544,IN5240005,
561547,IN5240007,Jennings
561548,IN5240007,
561549,IN5240008,Jennings
561550,IN5240008,
561551,IN5240009,Jennings
561552,IN5240009,
561553,IN5240012,Jennings
561554,IN5240012,
561590,NC0498581,Wilson
561591,NC0498581,
561602,NC2018004,Catawba
561603,NC2018004,
561610,CO0247552,Park
561630,CO0251700,Pueblo
561633,CO0251950,Pueblo
561640,CO0253200,Rio Grande
561655,CO0253750,Rio Grande
561662,NC0466109,Northampton
561663,NC0466109,
561664,NC0466110,Northampton
561665,NC0466110,
561666,NC0466113,Northampton
561667,NC0466113,
561684,NC0465211,New Hanover
561697,NC0309050,Bladen
561698,NC0309050,
561707,NC0279177,Rockingham
561708,NC0279177,
561709,NC0291010,Vance
561710,NC0291010,
561816,NC0136293,Gaston
561817,NC0136293,
561840,NC4051006,Johnston
561841,NC4051006,
561890,IN2430097,Kosciusko
561891,IN2430097,
561893,NC0276112,Randolph
561894,NC0276112,
561903,NC0279040,Rockingham
561904,NC0279040,
561905,NC0279050,Rockingham
561906,NC0279050,
561957,IN2020024,Allen
561958,IN2020024,
561989,NC0343015,Harnett
561990,NC0343015,
561991,NC0343020,Harnett
561992,NC0343020,
562020,NC4392146,Wake
562021,NC4392146,
562053,NC0136855,Gaston
562054,NC0136855,
562080,NC5082010,Sampson
562081,NC5082010,
562180,NC0276118,Randolph
562181,NC0276118,
562257,CO0260200,Teller
562266,CO0260700,Teller
562270,CO0260975,Teller
562272,CO0261002,Washington
562276,CO0262622,Weld
562277,CO0262735,Weld
562279,CO0263003,Yuma
562287,NC0425055,Craven
562288,NC0425055,
562291,NC0416198,Carteret
562292,NC0416198,
562334,IL3131219,Mason
562361,IN2090834,Cass
562362,IN2090834,
562365,IN2090856,Cass
562377,IN2910937,White
562378,IN2910937,
562390,NC0279020,Rockingham
562391,NC0279020,
562394,NC0279030,Rockingham
562395,NC0279030,
562396,NC0279035,Rockingham
562397,NC0279035,
562427,NC2080006,Rowan
562428,NC2080006,
562440,CO0230295,Jefferson
562441,CO0230300,Jefferson
562535,IN5243012,Kosciusko
562536,IN5243012,
562543,NC0149415,Iredell
562544,NC0149415,
562596,NC4051009,Johnston
562597,NC4051009,
562598,NC3001008,Alamance
562599,NC3001008,
562674,NC4092168,Wake
562675,NC4092168,
562678,NC4032021,Durham
562679,NC4032021,
562712,CO0234480,La Plata
562737,CO0235185,Larimer
562741,CO0235283,Larimer
562849,IN2570022,Noble
562850,IN2570022,
562896,NC0351154,Johnston
562897,NC0351154,
562900,NC0332010,Durham
562901,NC0332010,
562910,CO0254185,Routt
562925,CO0254842,Routt
562926,CO0254901,Routt
562989,NC4392125,Wake
562992,NC4392125,
563148,NC0234167,Forsyth
563149,NC0234167,
563164,NC0392094,Wake
563165,NC0392094,
563172,NC0392214,Wake
563173,NC0392214,
563196,NC0424055,Columbus
563197,NC0424055,
563210,NC0416130,Carteret
563211,NC0416130,
563255,NC1050042,Jackson
563256,NC1050042,
563271,NC4092084,Wake
563272,NC4092084,
563357,IN5235005,Huntington
563358,IN5235005,
563380,NC3095002,Watauga
563381,NC3095002,
563394,NC4064003,Nash
563395,NC4064003,
563405,NC0105015,Ashe
563406,NC0105015,
563425,NC0106015,Avery
563426,NC0106015,
563476,NC0465211,
563505,NC0465199,New Hanover
563506,NC0465199,
563552,NC4392141,Wake
563553,NC4392141,
563620,IN5203005,Bartholomew
563621,IN5203005,
563645,NC4392169,Wake
563646,NC4392169,
563649,NC4392174,Wake
563650,NC4392174,
563691,CO0235506,Larimer
563693,CO0235517,Larimer
563700,CO0235666,Larimer
563824,IN2030207,Bartholomew
563825,IN2030207,
563829,IN2030837,Bartholomew
563830,IN2030837,
563837,IN2050821,Blackford
563847,NC0351030,Johnston
563848,NC0351030,
563849,NC0351035,Johnston
563850,NC0351035,
563882,IN5206004,Boone
563883,IN5206004,
563886,IN5206008,Boone
563887,IN5206008,
563917,IN5210002,Clark
563918,IN5210002,
564023,IN2500858,Marshall
564024,IN2500858,
564107,NC0123030,Cleveland
564108,NC0123030,
564111,NC1050035,Jackson
564112,NC1050035,
564200,NC0217010,Caswell
564201,NC0217010,
564250,CO0219675,Eagle
564415,NC7016003,Carteret
564416,NC7016003,
564455,NC0105108,Ashe
564456,NC0105108,
564474,NC0464020,Nash
564475,NC0464020,
564481,NC0464040,Nash
564482,NC0464040,
564483,NC0464050,Nash
564484,NC0464050,
564495,CO0221060,El Paso
564512,CO0221446,El Paso
564575,NC0180187,Rowan
564576,NC0180187,
564621,CO0226645,Gunnison
564649,NC0201130,Alamance
564650,NC0201130,
564756,NC0392182,Wake
564757,NC0392182,
564758,NC0392184,Wake
564759,NC0392184,
564762,NC0392126,Wake
564763,NC0392126,
564768,NC0410045,Brunswick
564769,NC0410045,
564790,IN2070020,Brown
564791,IN2070020,
564843,IN5232028,Hendricks
564844,IN5232028,
564882,NC1058001,Madison
564883,NC1058001,
565055,IN2090159,Cass
565056,IN2090159,
565063,NC0464128,Nash
565064,NC0464128,
565073,NC0465015,New Hanover
565074,NC0465015,
565075,NC0465020,New Hanover
565076,NC0465020,
565077,NC0465025,New Hanover
565078,NC0465025,
565088,NC4064030,Nash
565089,NC4064030,
565099,NC4093011,Warren
565100,NC4093011,
565116,NC0180010,Rowan
565117,NC0180010,
565198,NC0184035,Stanly
565199,NC0184035,
565233,NC0136015,Gaston
565234,NC0136015,
565237,NC0136025,Gaston
565238,NC0136025,
565241,NC0136034,Gaston
565242,NC0136034,
565255,NC0136280,Gaston
565256,NC0136280,
565259,NC0136286,Gaston
565260,NC0136286,
565280,IN2430181,Kosciusko
565281,IN2430181,
565319,NC0241025,Guilford
565320,NC0241025,
565321,NC0241030,Guilford
565322,NC0241030,
565323,NC0241035,Guilford
565324,NC0241035,
565331,NC0241208,Guilford
565332,NC0241208,
565333,NC0241209,Guilford
565334,NC0241209,
565394,NC7071018,Pender
565395,NC7071018,
565402,NC7071022,Pender
565403,NC7071022,
565408,NC2049001,Iredell
565409,NC2049001,
565458,NC0188104,Transylvania
565459,NC0188104,
565591,NC0235108,Franklin
565592,NC0235108,
565601,NC0239107,Granville
565602,NC0239107,
565628,IN2380801,Jay
565629,IN2380801,
565711,NC0326929,Cumberland
565712,NC0326929,
565727,NC0326332,Cumberland
565741,NC0136065,Gaston
565742,NC0136065,
565743,NC0136075,Gaston
565744,NC0136075,
565765,NC0136227,Gaston
565766,NC0136227,
565780,NC0431035,Duplin
565781,NC0431035,
565794,NC0433045,Edgecombe
565795,NC0433045,
565796,NC0433050,Edgecombe
565797,NC0433050,
565806,NC0442015,Halifax
565886,IN2464096,LaPorte
565887,IN2464096,
565951,NM3591116,Luna
565952,NM3591116,
565962,NC0326332,
565963,NC0326337,Cumberland
565964,NC0326337,
565975,NC0304012,Anson
565976,NC0304012,
565977,NC0304020,Anson
565978,NC0304020,
565979,NC0304025,Anson
565980,NC0304025,
566039,NC0442015,
566042,NC0442025,Halifax
566043,NC0442025,
566044,NC0442028,Halifax
566045,NC0442028,
566046,NC0442030,Halifax
566047,NC0442030,
566062,NC0442040,Halifax
566063,NC0442040,
566073,NC0428025,Dare
566074,NC0428025,
566077,NC0428414,Dare
566078,NC0428414,
566083,NC0428462,Dare
566084,NC0428462,
566147,IN5247003,Lawrence
566148,IN5247003,
566149,IN5247004,Lawrence
566150,IN5247004,
566151,IN5247005,Lawrence
566152,IN5247005,
566165,NC0184492,Stanly
566166,NC0184492,
566167,NC0180038,Rowan
566168,NC0180038,
566169,NC0180040,Rowan
566170,NC0180040,
566200,IN2390816,Jefferson
566201,IN2390817,Jefferson
566231,IN2420155,Knox
566232,IN2420155,
566288,NC0273431,Person
566289,NC0273431,
566294,NE3117302,Thurston
566295,NE3117302,
566304,NE3117308,Thurston
566305,NE3117308,
566318,NC0276153,Randolph
566319,NC0276153,
566505,NC0184010,Stanly
566506,NC0184010,
566546,IN2370858,Jasper
566547,IN2370858,
566559,NC0241203,Guilford
566560,NC0241203,
566570,NC4392151,Wake
566571,NC4392151,
566574,NC4392153,Wake
566575,NC4392153,
566576,NC4392154,Wake
566577,NC4392154,
566671,IN5216002,Decatur
566672,IN5216002,
566673,IN5216003,Decatur
566674,IN5216003,
566677,IN5216005,Decatur
566678,IN5216005,
566730,IN2320019,Hendricks
566731,IN2320019,
566785,NC3001005,Alamance
566786,NC3001005,
566815,IN2790021,Tippecanoe
566816,IN2790021,
566835,NC4392426,Wake
566836,NC4392426,
566907,IN2180871,Delaware
566939,IN2200025,Elkhart
566940,IN2200025,
566966,NC0235030,Franklin
566967,NC0235030,
566991,IN2330015,Henry
566992,IN2330015,
567019,NC0433120,Edgecombe
567020,NC0433120,
567027,NC4019010,Chatham
567028,NC4019010,
567059,NC0363103,Moore
567060,NC0363103,
567061,NC0363108,Moore
567062,NC0363108,
567083,NC0363617,Moore
567084,NC0363617,
567087,NC0368182,Orange
567088,NC0368182,
567097,NC0353127,Lee
567098,NC0353127,
567099,NC0353130,Lee
567190,IN2430118,Kosciusko
567191,IN2430118,
567204,IN2430240,Kosciusko
567205,IN2430240,
567212,NC0235427,Franklin
567213,NC0235427,
567220,NC0112080,
567249,NC0113010,Cabarrus
567250,NC0113010,
567271,NC0239018,Granville
567272,NC0239018,
567273,NC0276158,Randolph
567274,NC0276158,
567288,NC0136237,Gaston
567289,NC0136237,
567333,NC3095018,Watauga
567412,063500119,
567415,063500123,
567419,063501001,
567439,063503118,
567443,063504119,
567473,IN5249005,Marion
567474,IN5249005,
567600,IN2750014,Starke
567601,IN2750014,
567604,IN2200097,Elkhart
567605,IN2200097,
567650,IN5219001,Dubois
567651,IN5219001,
567656,IN5219003,Dubois
567658,IN5219003,
567659,IN5219004,Dubois
567660,IN5219004,
567662,IN5219006,Dubois
567663,IN5219006,
567664,IN5219007,Dubois
567665,IN5219007,
567668,IN5219009,Dubois
567669,IN5219009,
567719,IN2570164,Noble
567720,IN2570164,
567726,NC0160196,Mecklenburg
567727,NC0160196,
567740,NC0156532,McDowell
567741,NC0156532,
567758,IN2440025,LaGrange
567759,IN2440025,
567818,NC4392215,Wake
567819,NC4392215,
567903,IN2200210,Elkhart
568177,IN5212004,Clinton
568178,IN5212004,
568195,NC0113136,Cabarrus
568196,NC0113136,
568213,NC0106118,Avery
568214,NC0106118,
568301,NC0184015,Stanly
568302,NC0184015,
568303,NC0184020,Stanly
568304,NC0184020,
568305,NC0184025,Stanly
568306,NC0184025,
568311,NC0241234,Guilford
568312,NC0241234,
568325,NC0187010,Swain
568326,NC0187010,
568341,NC0241556,Guilford
568342,NC0241556,
568395,NC4066001,Northampton
568396,NC4066001,
568401,NC0150178,Jackson
568402,NC0150178,
568477,NC0111151,Buncombe
568478,NC0111151,
568493,NC4092032,Wake
568494,NC4092032,
568520,NC0472417,Perquimans
568521,NC0472417,
568671,NC0190015,Union
568672,NC0190015,
568673,NC0190030,Union
568674,NC0190030,
568712,NC0114035,Caldwell
568713,NC0114035,
568729,NC4019015,Chatham
568730,NC4019015,
568781,NC0474060,Pitt
568782,NC0474060,
568789,NC0498020,Wilson
568790,NC0498020,
568824,NC0377020,Richmond
568825,NC0377020,
568826,NC0377109,Richmond
568827,NC0377109,
568828,NC0378010,Robeson
568829,NC0378010,
568858,IN2710073,St. Joseph
568859,IN2710073,
568907,NC0144010,Haywood
568908,NC0144010,
568927,NC0362106,Montgomery
568928,NC0362106,
568929,NC0362107,Montgomery
568930,NC0362107,
568933,NC0363124,Moore
568934,NC0363124,
568963,IN2200596,Elkhart
568964,IN2200596,
568972,NC4073009,Person
568973,NC4073009,
569012,IN2440028,LaGrange
569013,IN2440028,
569087,NC0363479,Moore
569088,NC0363479,
569091,NC0363115,Moore
569092,NC0363115,
569113,NC0368435,Orange
569114,NC0368435,
569125,NC0464101,Nash
569126,NC0464101,
569189,NC0145162,Henderson
569190,NC0145162,
569213,IN5243025,Kosciusko
569214,IN5243025,
569265,NC0111015,Buncombe
569266,NC0111015,
569292,NC0118030,Catawba
569293,NC0118030,
569296,NC0118040,Catawba
569297,NC0118040,
569325,NC0217107,Caswell
569326,NC0217107,
569385,NC2084005,Stanly
569386,NC2084005,
569394,NC0433010,Edgecombe
569395,NC0433010,
569442,NC0195101,Watauga
569443,NC0195101,
569446,NC0195104,Watauga
569447,NC0195104,
569570,NC3041048,Guilford
569571,NC3041048,
569615,NC4019009,Chatham
569616,NC4019009,
569630,NC0149193,Iredell
569631,NC0149193,
569638,NC1012017,Burke
569639,NC1012017,
569652,NC0136204,Gaston
569653,NC0136204,
569661,NC0326210,Cumberland
569662,NC0326210,
569665,NC0326310,Cumberland
569666,NC0326310,
569708,NC0235010,Franklin
569709,NC0235010,
569710,NC0235015,Franklin
569711,NC0235015,
569712,NC0235025,Franklin
569713,NC0235025,
569722,NC0239010,Granville
569723,NC0239010,
569762,NC0197040,Wilkes
569763,NC0197040,
569815,IN5245029,Lake
569816,IN5245029,
569868,NC0136324,Gaston
569869,NC0136324,
569945,NC2049006,Iredell
569946,NC2049006,
569955,NC1014001,Caldwell
569956,NC1014001,
570014,IN2090856,
570022,UTAH05001,Daggett
570029,UTAH04012,Carbon
570039,UTAH25010,Utah
570050,UTAH11004,Iron
570159,OH2854112,Geauga
570171,CA5100145,Sutter
570218,OH2000111,Defiance
570278,OH3400214,Harrison
570290,OH3401503,Harrison
570334,IN2610811,Parke
570406,OH2857512,Geauga
570413,OH2860212,Geauga
570429,OH2863212,Geauga
