,PWSID,COUNTY_SERVED
118786,ME0090520,
119067,WA5322850,Grant
119069,WA5307359,Grant
119082,WA53AC298,Grant
119084,WA53AD306,Grant
119102,WA5322881,Grant
119204,WA5384903,Island
119344,GA1450033,Harris
119345,GA1450034,Harris
119506,GA0590070,Clarke
119507,GA0590071,Clarke
119508,GA0590071,
119557,ME0090830,Androscoggin
119558,ME0090830,
119560,ME0092787,
119617,WA53AD273,Grant
119622,WA5309677,Walla Walla
119627,WA5388890,Walla Walla
119635,WA5309701,Walla Walla
119643,WA5306643,Walla Walla
119650,WA5314176,Walla Walla
119651,WA5380798,Walla Walla
119654,WA5395047,Walla Walla
119656,WA5300595,Walla Walla
119659,WA53AE114,Walla Walla
119660,WA5309355,Walla Walla
119661,WA5331477,Walla Walla
119664,WA5308690,Walla Walla
119667,WA5359317,Walla Walla
119820,GA1530007,Houston
119821,GA1530007,
119976,SC0874002,
119978,SC0874002,Berkeley
120027,ME0090550,Aroostook
120028,ME0090550,
120078,WA5323191,Island
120101,WA5300484,Island
120126,WA5309356,Island
120316,WA5326200,Spokane
120607,WA5318750,Whatcom
120854,WA5349150,Whatcom
120870,WA5361494,Whatcom
120880,WA5329746,Whatcom
120900,WA5308255,Whatcom
120910,WA5328020,Island
121084,IL3151563,Mason
121086,NC0235020,
121087,NC0235020,Franklin
121277,NC0428425,
121278,NC0428425,Dare
121448,AK2241020,Kenai Peninsula Borough
121449,AK2241020,
121577,GA2310002,Pike
121580,GA2310002,
121600,GA2370000,Putnam
121601,GA2370000,
121718,GA3110072,White
122180,AZ0414018,Yuma
122181,AZ0414018,
122223,NJ1710328,
122224,NJ1710328,Salem
122225,OH5233612,Medina
122227,GA1210010,Fulton
122228,GA1210010,
122461,GA2370045,Putnam
122466,GA2370059,Putnam
122481,GA1250000,Glascock
122482,GA1250000,
122483,GA1250001,Glascock
122484,GA1250001,
122556,GA2450011,Richmond
122557,GA2450011,
122935,WA53AC999,Grant
123057,GA1210001,DeKalb
123058,GA1210001,
123061,GA1210003,Fulton
123062,GA1210003,
123201,GA0710101,Colquitt
123202,GA0710101,
123250,GA2570001,Stephens
123251,GA2570001,
123327,GA1190001,Franklin
123328,GA1190001,
123471,GA1710001,Lamar
123478,GA1710001,
123570,GA1190051,Franklin
123571,GA1190052,Franklin
123572,GA1210001,Fulton
123652,AK2271562,Bethel Census Area
123654,AK2271562,
123704,CO0144032,Morgan
123725,NV0000206,Washoe
123750,GA1730000,Lanier
123828,NC0156579,McDowell
123829,NC0156579,
123838,OH4238112,Knox
123950,ID5160005,Cassia
124048,ME0093804,York
124049,ME0093804,
124085,ME0090600,Oxford
124086,ME0090600,
124121,GA2610000,Sumter
124123,OR4105592,Coos
124133,GA0350051,Butts
124134,GA0350051,
124634,AK2211229,Anchorage Municipality
124635,AK2211229,
124640,AK2291952,Valdez-Cordova Census Area
124641,AK2291952,
124680,GA2750077,Thomas
124747,WA53AB860,Grant
124748,WA53AA745,Grant
125021,ME0011183,Hancock
125022,ME0011183,
125088,041200001,
125089,041200002,
125090,041200003,
125091,041210001,
125095,NV0004067,Nye
125129,AK2300206,Yukon-Koyukuk Census Area
125130,AK2300206,
125139,TX0750044,Fayette
125140,AK2340222,Northwest Arctic Borough
125141,AK2340222,
125265,ME0003060,Penobscot
125266,ME0003060,
125376,GA3090001,Wheeler
125380,GA3090001,
125447,ME0000623,Oxford
125448,ME0000623,
125465,ME0090690,Oxford
125502,AK2300183,Yukon-Koyukuk Census Area
125503,AK2300183,
125978,WA5351696,Grant
125987,WA53AC884,Grant
125994,WA5308167,Grant
126034,043740039,
126117,AK2381422,Southeast Fairbanks Census Area
126118,AK2381422,
126227,GA2410119,Rabun
126228,GA2410119,
126250,GA2430000,Randolph
126291,WA5306350,Grant
126296,WA53AC701,Grant
126303,WA53AD603,Grant
126305,WA53AA251,Grant
126312,WA53AC327,Grant
126352,AK2310918,Fairbanks North Star Borough
126353,AK2310918,
126354,AK2340060,Northwest Arctic Borough
126355,AK2340060,
126357,AK2340191,Nome Census Area
126358,AK2340191,
126366,AK2310146,Fairbanks North Star Borough
126367,AK2310146,
126506,WA5356831,Whatcom
126509,WA5300601,Whatcom
126524,WA5353250,Whatcom
126526,WA5333364,Whatcom
126538,WA5371290,Whatcom
126556,TX1520283,Lubbock
126693,NV0005069,Humboldt
126705,ME0000302,Penobscot
126706,ME0000302,
126977,WA53AD166,Island
126986,ME0092672,Aroostook
126987,ME0092672,
126995,WA5336268,Whatcom
127014,NC0471120,
127017,NC0471120,Pender
127089,NC0362526,
127092,NC0362526,Montgomery
127299,OR4195258,Marion
127354,GA1310000,Grady
127355,GA1310000,
127362,GA1310022,Grady
127363,GA1310022,
127388,GA1330001,Greene
127389,GA1330001,
127392,GA1330003,Greene
127393,GA1330003,
127397,GA1330007,Greene
127466,NJ1406319,
127467,NJ1406319,
127497,WA5356829,Whatcom
127587,AK2331011,North Slope Borough
127588,AK2331011,
127651,ME0003342,Waldo
127652,ME0003342,
127909,ME0000315,Waldo
127910,ME0000315,
127915,ME0090730,Somerset
128043,GA1770068,Lee
128045,GA1770068,
128264,GA0870000,Decatur
128265,GA0870000,
128266,GA0870001,Decatur
128267,GA0870001,
128268,GA0870002,Decatur
128269,GA0870002,
128335,NC0326688,
128336,NC0326688,Cumberland
128382,AK2224646,Matanuska-Susitna Borough
128383,CT1549013,Middlesex
128384,CT1549013,
128385,AK2224646,
128404,AK2244955,Kenai Peninsula Borough
128405,AK2244955,
128408,AK2260260,Lake and Peninsula Borough
128411,AK2260260,
128525,GA0870075,Decatur
128526,GA0870075,
128620,GA1810000,Lincoln
128621,GA1810000,
128666,GA1810038,Lincoln
128667,GA1810038,
128699,GA1850000,Lowndes
128700,GA1850000,
128705,GA1850002,Lowndes
128706,GA1850002,
128723,GA1850016,Lowndes
128724,GA1850016,
128730,ME0090690,
128763,SC4650011,York
128823,NC0286567,Surry
129084,WA5305232,Stevens
129101,WA5315518,Stevens
129108,WA5330434,Stevens
129114,WA5361850,Stevens
129235,NC0299461,Yadkin
129236,NC0299461,
129312,AK2333364,North Slope Borough
129313,AK2333364,
129448,WA5397110,Whatcom
129457,WA5309899,Whatcom
129732,PA7360980,Lancaster
129823,GA1010000,Echols
129825,GA1010000,
129826,GA1010001,Echols
130104,NC0286567,
130277,AK2280155,Yukon-Koyukuk Census Area
130278,AK2280155,
130281,AK2214099,Anchorage Municipality
130282,AK2214099,
130384,NY4404403,St. Lawrence
130385,NY4404403,
130590,AK2272004,Wade Hampton Census Area
130592,AK2272004,
130723,NY3730034,
130724,NY3730034,Oswego
130767,GA2630005,Talbot
130768,GA2630005,
130769,GA2650000,Taliaferro
130770,GA2650000,
130791,GA2690001,Taylor
130792,GA2690005,Taylor
130793,GA2690005,
130796,GA2710001,Telfair
130797,GA2710001,
130804,GA2710005,Telfair
130805,GA2710005,
131237,AK2243658,Kenai Peninsula Borough
131238,AK2243658,
131254,AK2224117,Matanuska-Susitna Borough
131255,AK2224117,
131282,GA1850049,Lowndes
131283,GA1850049,
131284,GA1850050,Lowndes
131285,GA1850050,
131315,WA5323400,Whitman
131463,NV0001069,Clark
131472,NV0001083,Clark
131486,NV0002024,Churchill
131513,GA0190014,Berrien
131532,GA1850064,Lowndes
131533,GA1850064,
131598,NJ1106304,Mercer
131599,NJ1106304,
131606,NJ0809301,Gloucester
131607,NJ0809301,
131942,AK2212152,Anchorage Municipality
131945,AK2212152,
131950,AK2220163,Matanuska-Susitna Borough
131951,AK2220163,
132166,GA2850000,Troup
132167,GA2850000,
132199,GA3170001,Wilkes
132204,GA3170001,
132205,GA3170002,Wilkes
132555,TX1520039,Lubbock
132601,GA0390000,Camden
132649,GA1850070,Lowndes
132650,GA1850070,
132653,GA1850076,Lowndes
132654,GA1850076,
132816,NC0326294,
132818,NC0326294,Cumberland
132902,AK2224476,Matanuska-Susitna Borough
132903,AK2224476,
132987,NC5009008,
132990,NC5009008,Bladen
133135,GA3170002,
133152,NC0326378,
133154,NC0326378,Cumberland
133155,NC0326379,
133156,NC0326379,Cumberland
133222,GA1850274,Lowndes
133223,GA1850274,
133238,GA1850296,Lowndes
133393,OH1230412,Clark
133421,GA2750069,Thomas
133438,GA1330071,Greene
133501,WA53AB747,Clallam
133512,PA2660966,Wyoming
133688,NY3700912,
133689,NY3700912,Oswego
133766,GA1330007,
133769,GA1330011,Greene
133770,GA1330011,
133771,GA1330012,Greene
133794,GA1330046,Greene
133797,GA1330049,Greene
133798,GA1330049,
133800,GA1330051,Greene
133806,GA1330067,Greene
133816,GA1370000,Habersham
133817,GA1370000,
133818,GA1370001,Habersham
133819,GA1370001,
133888,NV0000765,Washoe
133890,NV0000767,Washoe
134570,WA5395300,Grays Harbor
135049,GA1410016,Hancock
135058,GA1430007,Haralson
135059,GA1430007,
135271,NJ0613320,Cumberland
135272,NJ0613320,
135273,NJ0613323,Cumberland
135274,NJ0613323,
135371,AK2330135,North Slope Borough
135378,AK2242783,Kenai Peninsula Borough
135379,AK2242783,
135395,GA0030001,Atkinson
135396,GA0030001,
135403,GA0090000,Baldwin
135404,GA0090001,Baldwin
135405,GA0090001,
135406,GA0090042,Baldwin
135410,GA0110000,Banks
135411,GA0110000,
135412,GA0110001,Banks
135413,GA0110001,
135415,GA0130000,Barrow
135416,GA0130000,
135417,GA0130001,Barrow
135418,GA0130001,
135423,GA0130031,Barrow
135427,GA0130033,Barrow
135519,NM3570426,
135520,NM3570426,Santa Fe
135532,WA5352590,Island
135784,WA5302601,Whatcom
135803,WA5390400,Whitman
135888,GA2790005,Toombs
135898,GA2790015,Toombs
135901,GA2790015,
136071,NV0001000,Clark
136214,NJ1414377,Morris
136215,NJ1414377,
136292,OK3006704,Seminole
137552,SC3260025,Lexington
137554,SC3260030,Lexington
137747,OK1011104,Marshall
137837,NJ1615307,Passaic
138200,NJ0435375,
138763,NJ1615307,
138771,NJ1615312,Passaic
138772,NJ1615312,
139048,NJ1511415,Ocean
139049,NJ1511415,
139822,NC0442047,
139823,NC0442047,Halifax
140020,CO0138738,Logan
140326,NJ1108301,Mercer
140327,NJ1108301,
141218,NV0000020,
141539,MI0040408,Ogemaw
141723,NJ0436356,Camden
141724,NJ0436356,
141736,NJ0436390,Camden
141737,NJ0436390,
142006,OH7799012,Summit
142049,PA7360741,Lancaster
142403,NJ1429302,Morris
142404,NJ1429302,
143374,LA1047011,Iberville Parish
143517,WA5364940,Yakima
143541,WA5386140,King
144044,NY3706588,
144045,NY3706588,Oswego
144087,NJ1710332,
144088,NJ1710332,Salem
144267,NJ0504402,Cape May
144268,NJ0504402,
144574,NV0000027,
146589,GA2370075,Putnam
146847,PA7380394,Lebanon
146854,ME0007379,
146855,ME0007379,York
146856,PA7360494,Lancaster
146875,NC0428482,Dare
146876,NC0428482,
147082,MS0760074,Washington
147156,NE3121364,Keya Paha
147157,NE3121364,
147189,AZ0411107,Pinal
147190,AZ0411107,
147213,WA5380130,King
147672,LA1017070,Caddo Parish
148090,SC3250075,Lexington
148179,WA5353220,Benton
148310,NJ1408002,
148311,NJ1408002,
148518,MS0580009,Pontotoc
148581,NJ0329004,Burlington
148582,NJ0329004,
148877,TX2320056,Uvalde
148893,NJ0605314,
148894,NJ0605314,Cumberland
148895,NJ0435327,
148896,NJ0435327,
149190,SC2960001,Lancaster
149987,IN2710293,St. Joseph
149988,IN2710293,
150005,MS0600017,Quitman
150020,MS0630007,Sharkey
150058,MS0760025,Washington
150299,AZ0407508,
150300,AZ0407508,Maricopa
150385,CA5100109,Sutter
150515,ID5420020,Twin Falls
150715,MS0760075,Washington
151283,MO6041073,Lincoln
151334,MT0000965,
151335,MT0000965,Broadwater
151691,WA5383310,King
151768,OH4935112,Madison
151858,PA1090108,Bucks
151940,MT0004794,Richland
151941,MT0004794,
152856,TX1520211,Lubbock
153155,PA7010100,Adams
153572,MO3010694,
153573,MO3010694,Boone
153758,NJ0436412,Camden
153759,NJ0436412,
153779,NJ0504337,Cape May
153780,NJ0504337,
153954,TX0850003,Garza
154520,WA5326707,Okanogan
154699,NV0002046,Douglas
154700,NV0002046,
154729,SC3260033,Lexington
155361,MD1061305,Carroll
155736,NJ0603333,Cumberland
155737,NJ0603333,
155818,MS0820007,Yazoo
156026,PA2401061,Luzerne
156281,LA1073077,Ouachita Parish
156758,WA5307200,Cowlitz
156768,OR4195503,Marion
156798,WA53SP202,Douglas
156812,NJ1709331,Salem
156813,NJ1709331,
156995,PA6200368,Crawford
157741,WA5319910,Douglas
157755,NJ0602303,Cumberland
157756,NJ0602303,
157768,NJ0603308,Cumberland
157769,NJ0603308,
157773,NJ0603311,Cumberland
157774,NJ0603311,
157804,TX0680218,Ector
158024,NV0000005,Lincoln
158026,NV0000005,
158027,NV0000006,Lander
158028,NV0000006,
158029,NV0000008,Lander
158030,NV0000008,
158031,NV0000009,Nye
158032,NV0000009,
158043,NV0000015,
158044,NV0000015,
158060,NM3501226,
158061,NM3501226,Santa Fe
158269,NV0002159,Pershing
158433,PA7360910,Lancaster
158456,ID4010037,Ada
158757,NC0136941,
158758,NC0136941,Gaston
158836,NE3115502,
158837,NE3115502,Saunders
158981,NV0000030,Douglas
159008,OK3001112,Cherokee
159032,PA7360505,Lancaster
159243,NV0000044,Eureka
159244,NV0000044,
159251,TX0140169,Bell
159257,NV0000055,Churchill
159272,NV0000062,Lyon
159273,NV0000062,
159448,NV0002190,Nye
159452,NV0002214,Eureka
159766,TX1013138,Harris
159770,MO6041229,Lincoln
160449,NJ0613330,Cumberland
160451,NJ0613330,
160608,NV0001086,Washoe
160611,NV0000903,Churchill
160673,NJ0408001,Camden
160674,NJ0408001,
160855,NV0000913,Storey
160873,NV0000928,Elko
160876,NV0000372,Clark
160900,NV0000385,Nye
160901,NV0000386,Nye
160905,NV0000399,Lincoln
160909,NV0000405,Nye
160985,NV0002503,Clark
160986,NV0002506,Clark
160990,NV0002517,Pershing
161538,NM3502107,
161773,NV0002202,Washoe
161776,NV0002570,Lander
161778,NV0002602,Clark
162024,NJ0811419,Gloucester
162027,NJ0811419,
162172,NV0002580,Churchill
162180,NV0002603,Eureka
162196,NV0003005,Clark
162197,NV0003006,Clark
162461,NM3502107,Dona Ana
162572,IN5255018,Morgan
162573,IN5255018,
162850,NC0326371,
162853,NC0326371,Cumberland
163083,PA7380317,Lebanon
163221,PA1150745,Chester
163338,MS0460010,Marion
163702,NJ0412001,Camden
163703,NJ0412001,
163774,NV0002552,Nye
163807,NM3501621,
163809,NM3501621,Rio Arriba
164128,TX1520009,Lubbock
164239,NV0005020,Lyon
164242,NV0005027,Elko
164286,NJ0338001,Burlington
164287,NJ0338001,
164329,LA1073013,Ouachita Parish
164378,LA1073062,Ouachita Parish
164473,NV0005028,Nye
164480,NV0005036,Nye
164485,NV0005056,Storey
164498,NV0005066,Nye
164505,NV0005070,Humboldt
164528,NV0000885,Eureka
164940,NV0003028,Clark
164943,NE3115705,
164944,NE3115705,Scotts Bluff
164970,NV0003068,Churchill
164978,NV0003079,Humboldt
164985,NV0004021,Washoe
164986,NV0004031,Clark
165147,TX0360148,Chambers
165253,KS2107901,
165254,KS2107901,Harvey
165362,NC0111126,Buncombe
165363,NC0111126,
165391,NV0004092,Clark
165392,NV0004092,
165412,NV0000070,Douglas
165413,NV0000070,
165414,NV0000071,Washoe
165417,NV0000071,
165418,NV0000072,Esmeralda
165419,NV0000072,
165421,NV0000073,Mineral
165423,NV0000073,
165436,NV0000088,Elko
165438,NV0000088,
165588,TX0930045,Grimes
165613,AZ0415044,
165614,AZ0415044,La Paz
166320,NV0001130,Clark
166326,NV0004065,Washoe
166333,NV0004061,Washoe
166335,NV0001150,Clark
166336,NV0001160,Clark
166421,NV0000109,Clark
166487,PA2641010,Wayne
166490,PA2590306,Tioga
166563,NV0004002,Churchill
166565,MT0004409,
166566,MT0004409,Flathead
166664,NV0000140,Clark
166686,NV0000147,Clark
166706,NV0000162,Humboldt
166707,NV0000162,
166716,NV0000165,Nye
166717,NV0000165,
166718,NV0000167,Clark
166723,NV0000167,
167276,NV0000700,Washoe
167380,NC0465510,
167381,NC0465510,New Hanover
167384,NJ0606301,Cumberland
167386,NJ0606301,
167387,NJ0607302,Cumberland
167388,NJ0607302,
167394,NJ0607311,Cumberland
167395,NJ0607311,
167407,NJ0608300,Cumberland
167409,NJ0608300,
167415,NJ0424001,Camden
167416,NJ0424001,
167417,NJ0424001,
167418,NJ0424001,
167419,NJ0424001,
167514,NV0000418,Nye
167515,NV0001145,Nye
167529,NV0004108,Clark
167530,NV0001148,Humboldt
167539,NM3557213,
167540,NM3557213,Lea
167541,NV0004120,Churchill
167542,NV0001156,Mineral
167573,NV0000699,Clark
167940,PA1461077,Montgomery
167950,PA1461071,Montgomery
168024,TX1650007,Midland
168506,NJ0511355,Cape May
168507,NJ0511355,
168652,NJ0436007,Camden
168653,NJ0436007,
168751,NV0001177,Clark
168752,NV0001185,Churchill
168757,NV0001178,Mineral
168760,NV0001181,Nye
168767,NV0001186,Clark
168785,NJ1514362,Ocean
168786,NJ1514362,
168791,NJ1910347,Sussex
168792,NJ1910347,
168870,NV0001203,Washoe
169703,NJ1912345,
169704,NJ1912345,Hunterdon
169711,NJ0702300,Essex
169712,NJ0702300,
169834,WA5317641,Benton
169835,WA5306559,Benton
169890,NJ0506008,Cape May
169891,NJ0506008,
170069,WA5318180,Benton
170071,WA5370770,Benton
170072,WA5302507,Benton
170100,WA5372821,Chelan
170229,OH7743912,Summit
170230,WA5398000,Douglas
170235,WA53AD438,Douglas
170236,WA53AB441,Douglas
170250,WA5351877,Ferry
170258,WA5335550,Ferry
170366,WY5600814,Lincoln
170374,NJ1309328,Monmouth
170375,NJ1309328,
170382,MT0000620,
170383,MT0000620,Lake
170490,NJ0601001,Cumberland
170491,NJ0601001,
170500,NJ0605002,Cumberland
170501,NJ0605002,
170504,NJ0607001,Cumberland
170505,NJ0607001,
170771,AZ0409025,
170772,AZ0409025,Navajo
170998,WA5306287,Yakima
171030,WA5347820,Yakima
171055,WA5321728,Yakima
171451,NJ0610001,Cumberland
171552,WA53AD784,Chelan
171712,NJ0611302,Cumberland
171713,NJ0611302,
171714,NJ0612300,Cumberland
171715,NJ0612300,
171718,NJ0613308,Cumberland
171719,NJ0613308,
171798,PA7280953,Cumberland
172042,ID3140262,Canyon
172541,WA5342175,Benton
172546,WA53AC691,Benton
172553,WA5368045,Benton
172554,WA5396570,Benton
172560,WA5376468,Benton
172569,WA53AD658,Benton
172573,WA5325120,Benton
172584,WA5385209,Benton
172603,NC0392181,
172604,NC0392181,Wake
172610,WA5396535,Benton
172659,NV0002516,Lyon
172791,NJ1407318,Morris
172792,NJ1407318,
172857,NJ1106394,Mercer
172860,NJ1106394,
173148,OK3005622,Okmulgee
173149,OK3005623,Okmulgee
173698,ID4010107,Ada
173772,NJ1225300,Middlesex
173773,NJ1225300,
174041,NJ1410307,Morris
174042,NJ1410307,
174059,LA1059019,La Salle Parish
174311,WY5600814,
174317,WA5325549,Ferry
174395,WA5328970,Yakima
174470,TX1130039,Houston
174565,WA5384682,Adams
174579,WA53HD650,Adams
174788,NJ1021396,
174789,NJ1021396,
175074,WA5352745,Douglas
175078,WA53AB859,Douglas
175080,WA5372487,Douglas
175081,WA5302498,Douglas
175083,WA5303427,Douglas
175377,WA5346661,Adams
175384,WA5302141,Adams
175730,NV0000255,Lyon
175739,PA3390460,Lehigh
175811,NJ0332331,Burlington
175812,NJ0332331,
175882,NJ0335320,Burlington
175883,NJ0335320,
176243,NJ0805459,Gloucester
176244,NJ0805459,
176247,NJ0603331,Cumberland
176484,NJ0603331,
176506,NJ1101325,Mercer
176507,NJ1101325,
176569,WA5356851,Benton
176571,WA53AA373,Benton
176573,CA3600391,San Bernardino
176584,WA53AB933,Benton
176590,WA5312690,Benton
176604,WA5303392,Benton
176607,WA53AE167,Benton
176608,WA5306152,Benton
176626,NC4019006,Chatham
176642,UTAH08030,Emery
176994,083890027,
177026,NV0000303,Churchill
177033,NV0000319,Clark
177076,NV0000355,Douglas
177083,NV0000357,Mineral
177085,NV0000362,Nye
177086,NV0000363,Esmeralda
177148,NJ0435375,Camden
177557,NC4019006,
177969,OK1020108,Latimer
178179,CO0237538,Lincoln
178233,NJ1924366,Sussex
178234,NJ1924366,
178241,NJ1406331,Morris
178242,NJ1406331,
178324,NV0000271,Douglas
178325,NV0000272,Elko
178326,NV0000272,
178898,NV0000736,Washoe
178941,NJ1202322,Middlesex
178942,NJ1202322,
179073,NV0000196,Washoe
179080,NV0000218,Nye
179085,NV0000224,Lyon
179499,ID5420024,Twin Falls
179632,NM3584004,
179633,NM3584004,Colfax
180113,NC0471122,Pender
180666,NC0136582,
180667,NC0136582,Gaston
180966,NC0471122,
181502,PA4140881,Centre
181507,TX1520256,Lubbock
182379,NJ1912005,
182380,NJ1912005,Hunterdon
182562,PA7360748,Lancaster
182801,OH2800112,Geauga
182951,NJ1432326,Morris
182952,NJ1432326,
183184,AZ0407301,
183189,AZ0407301,Maricopa
183795,NJ0504335,
183796,NJ0504335,Burlington
184039,NC0392328,
184040,NC0392328,Wake
184565,IN2710072,St. Joseph
184566,IN2710072,
184751,PA4600823,Union
184764,TX0030103,Angelina
185484,PA7360786,Lancaster
185807,LA2005256,Ascension Parish
186015,TX1870044,Polk
186028,TX0710147,El Paso
186322,OK2000609,Blaine
187127,OH8505122,Wayne
187230,OH6706012,Portage
187260,CO0238500,Logan
187463,NY0202558,
187464,NY0202558,Allegany
188442,OH2556412,Franklin
188614,PA1090985,Bucks
189671,NC4042003,
189672,NC4042003,Halifax
190072,TX1650170,Midland
190235,NV0000058,Churchill
191487,TX2100035,Shelby
191630,IL3153411,Vermilion
192369,NJ1922019,
192370,NJ1922019,Hunterdon
192600,TX1520142,Lubbock
192822,NC0392993,
192823,NC0392993,Wake
192874,OH6537612,Pickaway
193619,NC2080012,Rowan
193620,NC2080012,
194000,PA7360742,Lancaster
194148,NJ1611321,
194149,NJ1611321,Passaic
195543,PA7670321,York
195718,TX1490025,Live Oak
195766,NE3107911,
195767,NE3107911,Merrick
195816,PA3480492,Northampton
196219,TX1130025,Houston
196569,AZ0411351,
196576,AZ0411351,Pinal
196782,CT0270051,Middlesex
196783,CT0270051,
197711,OR4194030,Klamath
198191,OK3005619,Okmulgee
198330,IL0690150,Hardin
198331,IL0690150,
199037,OK3004049,Le Flore
199040,OK3001810,Craig
199345,MO5024616,
199346,MO5024616,Vernon
199832,PA1150445,Chester
199991,AZ0415005,
200086,OK1021745,Sequoyah
200169,OK3001926,Creek
200407,OK3001928,Creek
200455,PA1460342,Montgomery
200645,OH7447712,Seneca
200790,ND5100663,Ward
201053,TX0260009,Burleson
201420,IA5718202,Linn
201423,IA5718202,
201825,OK2000507,Beckham
202142,OK2005746,Osage
202987,OH0300411,Ashland
204078,TX1020059,Harrison
204759,OK2001413,Cleveland
205247,OK3004633,Mayes
205536,OH6833612,Preble
205612,OK3006138,Pittsburg
206458,OK3004919,McIntosh
206465,OK3004921,McIntosh
207456,LA1073018,Ouachita Parish
207696,OK3005108,Muskogee
207701,OK3005126,Muskogee
207715,OK2001027,Carter
208275,OK2001703,Cotton
209928,TX0130018,Bee
210730,OK1221602,Mayes
210945,OK3005559,Oklahoma
211340,OK2003019,Harper
211649,AZ0413186,
211654,AZ0413186,Yavapai
212056,OK1020406,Tulsa
212644,NJ1106313,Mercer
