PWSID,FACILITY_ID,FACILITY_NAME,FACILITY_ACTIVITY_CODE,FACILITY_TYPE_CODE,WATER_TYPE_CODE
MS0140049,38865,DISTRIBUTION DS000,A,DS,
MS0140051,34518,WELL WL001,A,WL,GW
MS0140051,39065,DISTRIBUTION DS000,A,DS,
MS0140051,40058,IDSE,A,DS,
MS0140052,39809,DISTRIBUTION DS000,A,DS,
MO4069041,71377,WELL # 2  TREATMENT - COAL GATE,A,TP,
MO4069041,71378,WELL 3 EAST AND WELL 4 WEST,A,TP,
MO4069041,95901,WELL # 4  TREATMENT - WEST,I,TP,
MS0280009,37945,DISTRIBUTION DS000,A,DS,
MT0000128,12930,COMMON HEADER WELL 3 4,A,CH,
MO3048994,79027,WELL # 1,A,WL,GW
MS0110028,38733,DISTRIBUTION DS000,A,DS,
MS0110028,40084,IDSE,A,DS,
MS0120007,37706,DISTRIBUTION DS000,A,DS,
MT0000313,7931,DISTRIBUTION SYSTEM,A,DS,
MT0000259,4359,BUFFALO HILL WELL GWIC 702836,A,WL,GW
MT0000259,3490,GRANDVIEW WELL 1 GWIC 186754,A,WL,GW
MT0000313,2794,TREATMENT PLANT FOR WELL 1 1910 3RD ST,A,TP,
MT0000262,12475,"COMMON HEADER RAMSFIELD WELLS 1, 2, 3, 4",A,CH,
MT0000128,3926,WELL 4 EAST BY CREEK GWIC 165643,A,WL,GW
MT0000511,6320,WELL NO 1 OLD,I,WL,GW
MT0000511,16006,WELL 3 GWIC 224809,A,WL,GW
MT0000514,8996,DISTRIBUTION SYSTEM,A,DS,
MT0000514,973,"STORAGE FACILITY 12,000",A,ST,
MT0000359,3670,WELL 1 1974 DIVISION ST GWIC 48471,A,WL,GW
MT0000359,4881,WELL 2 1952 FIREHALL GWIC 48491,A,WL,GW
MO2010753,85557,DISTRIBUTION SYSTEM,A,DS,
MS0140053,40257,DISTRIBUTION DS000,A,DS,
MT0000262,5425,WELL 1 NORTH GWIC 132061,A,WL,GW
MT0000262,15665,WELL 2 EAGLE BEND,I,WL,GW
MT0000269,7225,WELL 1 GWIC 35619,A,WL,GW
MO1010739,85275,DISTRIBUTION SYSTEM,A,DS,
MO1010748,85278,DISTRIBUTION SYSTEM,A,DS,
MS0300147,38826,DISTRIBUTION DS000,A,DS,
MO6241577,84231,WELL # 1,A,WL,GW
MT0000170,12663,CH FOR BIG HOLE RIV AND SOUTH FORK RES,A,CH,
MT0000170,10090,DISTRIBUTION SYSTEM,A,DS,
MS0280001,37434,WELL WL003,I,WL,GW
MS0280001,37944,DISTRIBUTION DS000,A,DS,
MO1010371,85222,DISTRIBUTION SYSTEM,A,DS,
MO2010569,85542,DISTRIBUTION SYSTEM,A,DS,
MO5021168,96155,87800 GALLON STANDPIPE,A,ST,
MO5021168,81585,WELL # 1,A,WL,GW
MO5021168,96154,WELL # 1 TREATMENT-SALT RD,A,TP,
MO1010405,85226,DISTRIBUTION SYSTEM,A,DS,
MO4010087,95260,WELL # 3 AND WELL # 4 - NORWINE ST,A,TP,
MO2010804,85562,DISTRIBUTION SYSTEM,A,DS,
MO2010812,85563,DISTRIBUTION SYSTEM,A,DS,
MO1010173,85187,DISTRIBUTION SYSTEM,A,DS,
MO1010174,85188,DISTRIBUTION SYSTEM,A,DS,
MS0280018,39091,DISTRIBUTION DS000,A,DS,
MS0280018,40094,IDSE,A,DS,
MS0290002,37947,DISTRIBUTION DS000,A,DS,
MS0290002,39130,MASTER METER CC090,A,CC,SW
MO1010179,85190,DISTRIBUTION SYSTEM,A,DS,
MO2024128,85580,DISTRIBUTION SYSTEM,A,DS,
MO2024495,85609,DISTRIBUTION SYSTEM,A,DS,
MO3010075,85746,DISTRIBUTION SYSTEM,A,DS,
MO3010089,85747,DISTRIBUTION SYSTEM,A,DS,
MO3031265,78827,WELL # 1,A,WL,GW
MO5010020,87036,DISTRIBUTION SYSTEM,A,DS,
MS0220002,32000,TREATMENT FACILITY TF106,I,TP,
MI2028823,6113,WELL 1,A,WL,GW
MS0290019,38832,DISTRIBUTION DS000,A,DS,
MO1011182,89554,DISTRIBUTION SYSTEM,A,DS,
MO1021071,89244,DISTRIBUTION SYSTEM,A,DS,
MS0290019,42179,500K ELEVATED ON CR 2788 AT BALDWYN,A,ST,
MS0300002,37955,DISTRIBUTION DS000,A,DS,
MT0000102,9550,DISTRIBUTION SYSTEM,A,DS,
MT0000497,5052,WELL 1 NORTH,I,WL,GW
MT0000497,5053,WELL 2,A,WL,GW
MT0000102,14763,PRESSURE CONTROL LOWER,A,PC,
MT0000102,12232,PRESSURE CONTROL UPPER,A,PC,
MT0000102,6895,WELL 2 LOWER HOUSE N,A,WL,GW
MS0250020,32207,TREATMENT FACILITY TF101,I,TP,
MS0250020,37900,DISTRIBUTION DS000,A,DS,
MS0250022,37902,DISTRIBUTION DS000,A,DS,
MS0250022,39870,IDSE,A,DS,
MS0250007,37891,DISTRIBUTION DS000,A,DS,
MS0250008,31303,TREATMENT FACILITY TF082 (CURTIS CONVEN),A,TP,
MS0250008,39126,INTAKE IN072 (OB CURTIS),A,IN,SW
MS0250008,39895,IDSE,A,DS,
MS0250008,42750,"250,000 GAL IN PRESIDENTIAL HILLS",A,ST,
MS0250008,42751,1.5 MG ON MILL ST,A,ST,
MS0250008,42758,5.0 MG TV RD GRND TANK,A,ST,
MS0250012,32198,TREATMENT FACILITY TF101,A,TP,
MS0250012,32200,TREATMENT FACILITY TF103,A,TP,
MS0250023,37903,DISTRIBUTION DS000,A,DS,
MS0250024,37904,DISTRIBUTION DS000,A,DS,
MS0250024,40067,IDSE,A,DS,
MO1021080,89267,DISTRIBUTION SYSTEM,A,DS,
MO1021117,89455,DISTRIBUTION SYSTEM,A,DS,
MO1021160,89506,DISTRIBUTION SYSTEM,A,DS,
MO3010694,78608,WELL #2 - SW CORNER GAW & 2ND ST,A,WL,GW
MS0180007,31942,TREATMENT FACILITY TF101,A,TP,
MO3024058,70767,HARG -2001 OLIVET RD,A,TP,
MS0250029,37907,DISTRIBUTION DS000,A,DS,
MT0000520,12849,PUMP FACILITY 4,A,PF,
MT0000520,12860,CLEARWELL AT PF002  1500 GAL,I,ST,
MT0000520,8785,DISTRIBUTION SYSTEM,A,DS,
MT0000520,3144,TP FOR INFILTRATION GALLERY 1,A,TP,
MT0000213,8250,DISTRIBUTION SYSTEM,A,DS,
MS0250025,37905,DISTRIBUTION DS000,A,DS,
MT0000340,9185,DISTRIBUTION SYSTEM,A,DS,
MT0000343,3442,WELL 5 1964 4TH AVE E GWIC 12595,A,WL,GW
MT0000355,3123,TREATMENT PLANT FOR WELL 4,I,TP,
MT0000417,9295,DISTRIBUTION SYSTEM,A,DS,
MT0000417,1648,STORAGE FACILITY,A,ST,
MT0000304,3090,TP FOR FRED BURR LAKES,A,TP,
MT0000525,15113,CLEARWELL CONTACT BASIN SWTP,I,CW,
MT0000525,9072,DISTRIBUTION SYSTEM,A,DS,
MT0000525,15374,PUMPING FACILITY AT 33RD ST,A,PF,
MT0000123,10731,DISTRIBUTION SYSTEM,A,DS,
MT0000123,5078,WELL 1 E GWIC 204081,A,WL,GW
MT0000123,14224,PRESSURE CONTROL ASSEMBLY,A,PC,
MT0000123,2753,TP FOR WELL 1 2,A,TP,
MT0000362,13441,TP FOR WELL 4 AND 5,I,TP,
MO4024455,80515,WELL #  2 359 CYPRESS LN,A,WL,GW
MO4024455,80514,WELL #1 3298 N HWY 61,A,WL,GW
MS0220002,40061,IDSE,A,DS,
MO1010755,85279,DISTRIBUTION SYSTEM,A,DS,
MO1010839,85288,DISTRIBUTION SYSTEM,A,DS,
MT0000432,9408,DISTRIBUTION SYSTEM,A,DS,
MT0000432,15406,PUMPING FACILITY,A,PF,
MT0000432,15405,SPRING 1 GWIC 180148,A,SP,GW
MT0000432,12913,TREATMENT PLANT FOR SPRING,I,TP,
MO4010017,67116,RIGGS LANE (WELLS 5 & 6),A,TP,
MO1010851,85292,DISTRIBUTION SYSTEM,A,DS,
MO4031206,80561,WELL # 1- LOT 137 FOX CT,A,WL,GW
MS0230065,39089,DISTRIBUTION DS000,A,DS,
MS0230065,40386,WL033,I,WL,GW
MS0230065,40686,TREATMENT FACILITY TF105,I,TP,
MO4031453,97248,WELL - ROSEWOOD LN,A,WL,GW
MT0000334,1781,"STORAGE FACILITY  300,000 GAL",A,ST,
MO1010921,85296,DISTRIBUTION SYSTEM,A,DS,
MO6010521,72191,WELL # 1 - 609 STRAUBE ST,A,TP,
MO6010521,95910,WELL # 2 - 609 STRAUBE ST,A,TP,
MT0000334,4026,WELL 1 TOWER GWIC 28232,A,WL,GW
MT0000334,4407,WELL 5 1952 ARTESIAN NW CORNER,I,WL,GW
MO4010379,80250,WELL # 5,A,WL,GW
MO4010402,86480,DISTRIBUTION SYSTEM,A,DS,
MO5010104,71496,WELL # 1 - 505 E 4TH STREET,I,TP,
MO4010270,71085,WELL # 7 - KINLEY DR,A,TP,
MO4010270,71087,WELL # 9 - JEFFERSON ST,A,TP,
MO4010270,71090,WELL #12 - BRAY RD & LIBERTY ST,A,TP,
MO4010270,71091,WELL #13 - VARGO RD,A,TP,
MO4010270,95460,WELL #15 - STONEGATE ST,A,WL,GW
MS0230016,38744,DISTRIBUTION DS000,A,DS,
MO4010270,73095,WELL #16 - SAN JEWEL DR,A,TP,
MO4010270,95464,WELL #17 - OVERALL ROAD,A,WL,GW
MS0230001,32009,TREATMENT FACILITY TF105,A,TP,
MS0230001,40064,IDSE,A,DS,
MS0220036,31998,TREATMENT FACILITY TF102,I,TP,
MS0220036,37834,DISTRIBUTION DS000,A,DS,
MS0250012,37895,DISTRIBUTION DS000,A,DS,
MS0250012,39869,IDSE,A,DS,
MO1010757,85280,DISTRIBUTION SYSTEM,A,DS,
MT0000327,10853,DISTRIBUTION SYSTEM,A,DS,
MT0000327,2913,TP FOR SEELEY LAKE,A,TP,
MT0000193,10261,DISTRIBUTION SYSTEM,A,DS,
MT0000193,2889,TREATMENT PLANT FOR CUT BANK CREEK,A,TP,
MS0300033,37965,DISTRIBUTION DS000,A,DS,
MS0060045,31718,TREATMENT FACILITY TF101,A,TP,
MS0060045,37640,DISTRIBUTION DS000,A,DS,
MS0340016,32450,TREATMENT FACILITY TF101,A,TP,
MS0340016,38030,DISTRIBUTION DS000,A,DS,
MT0000197,6597,WELL 2 MILWAUKEE GWIC 57428,A,WL,GW
MT0000197,6325,WELL 1  SECOND STREET GWIC 55829,A,WL,GW
MT0000197,11378,WELL 3 2000 PARK ST,I,WL,GW
MO2010134,85483,DISTRIBUTION SYSTEM,A,DS,
MS0300044,37968,DISTRIBUTION DS000,A,DS,
MT0000157,10263,CC FROM CITY OF GREAT FALLS 00525,A,CC,SW
MT0000157,7779,DISTRIBUTION SYSTEM,A,DS,
MO4036059,75208,50K GAL STORAGE TANK,A,ST,
MO4036059,71309,WELL # 2 -NAPOLEON DR,A,TP,
MS0260017,37927,DISTRIBUTION DS000,A,DS,
MO1010546,85247,DISTRIBUTION SYSTEM,A,DS,
MS0250005,37890,DISTRIBUTION DS000,A,DS,
MS0300044,32334,TREATMENT FACILITY TF101,A,TP,
MS0300044,35347,WELL WL009,A,WL,GW
MT0002806,14157,COMMON HEADER FOR WELL 1 & 2,A,CH,
MT0002806,12222,TREATMENT PLANT FOR WELL 1 2,A,TP,
MO1021221,89643,DISTRIBUTION SYSTEM,A,DS,
MO1021304,89865,DISTRIBUTION SYSTEM,A,DS,
MO4036124,80583,WELL # 1,A,WL,GW
MT0000297,11132,DISTRIBUTION SYSTEM,A,DS,
MT0000297,3044,TREATMENT PLANT FOR WELL 2 AND 3,I,TP,
MT0000297,4634,WELL 2 1974 MABEL AND ALLEN ST,I,WL,GW
MO3010822,78659,WELL # 3,A,WL,GW
MT0000154,10035,DISTRIBUTION SYSTEM,A,DS,
MT0000154,2914,TP FOR WELL 1 AND 2,I,TP,
MO4010456,67146,TREATMENT PLANT - 1137 MAIN ST,A,TP,
OK2006704,30348,CL2 STATION WELL 10,I,TP,
OK2006704,30350,CL2 STATION WELL 13,I,TP,
MS0300009,38760,DISTRIBUTION DS000,A,DS,
MS0300011,38762,DISTRIBUTION DS000,A,DS,
MS0300012,38763,DISTRIBUTION DS000,A,DS,
MD1121356,30149,DISTRIBUTION SYSTEM,A,DS,
MO1010454,85236,DISTRIBUTION SYSTEM,A,DS,
NJ0605002,37057,WELL 1R,A,WL,GW
MO6010902,67262,TREATMENT WELL #1 & 2,I,TP,
MS0060008,37626,DISTRIBUTION DS000,A,DS,
MO6010198,88009,DISTRIBUTION SYSTEM,A,DS,
MD1121347,30164,WTP 1,A,TP,
MD1121356,30147,COMMON HEADER,I,CH,
MO1010510,85243,DISTRIBUTION SYSTEM,A,DS,
MO6030484,83692,WELL # 1- 1916 & 1908 COUNTRY ESTATES CT,A,WL,GW
MO6036136,72396,WELL #  1 TREATMENT,I,TP,
MS0250094,38815,DISTRIBUTION DS000,A,DS,
MO1010508,85242,DISTRIBUTION SYSTEM,A,DS,
MS0300160,35347,WELL WL001,A,WL,GW
MS0300160,39083,DISTRIBUTION DS000,A,DS,
MO4010279,80234,WELL # 1-602 POPLAR ST-DESLOGE,I,WL,GW
MO4010290,86471,DISTRIBUTION SYSTEM,A,DS,
MO6069015,83931,WELL # 1,A,WL,GW
IA5225101,35943,CLEARWELL AT PLANT (CT TANK),A,ST,
MO1021175,89550,DISTRIBUTION SYSTEM,A,DS,
MS0070002,31727,TREATMENT FACILITY TF101,I,TP,
MS0070002,37641,DISTRIBUTION DS000,A,DS,
MS0310003,37987,DISTRIBUTION DS000,A,DS,
MS0310003,40504,WELL WL004,A,WL,GW
MS0310004,37988,DISTRIBUTION DS000,A,DS,
MT0000145,12177,COMMON HEADER FOR WELLS 1 2,A,CH,
MS0250003,32188,TREATMENT FACILITY TF110,I,TP,
MO2024382,85605,DISTRIBUTION SYSTEM,A,DS,
MS0250003,35053,WELL WL008,A,WL,GW
MS0250003,39868,IDSE,A,DS,
MT0000400,9168,DISTRIBUTION SYSTEM,A,DS,
MT0000400,12341,TP FILTRATION PLANT FOR TIBER H20 DIST,A,TP,
MT0002916,9380,DISTRIBUTION SYSTEM,A,DS,
NC0105015,956,STORAGE_MOUNTAIN.VIEW,A,ST,
NC0392453,30807,WELL #1,A,WL,GW
MT0000164,7714,DISTRIBUTION SYSTEM,A,DS,
MT0000164,2139,STORAGE FACILITY CLEARWELL,I,ST,
MT0000164,2461,TP FOR BYNUM AND AROD,I,TP,
MT0000381,10671,DISTRIBUTION SYSTEM,A,DS,
MT0000381,11690,PRESSURE CONTROL ASSEMBLY,A,PC,
MT0000381,5161,WELL 2 PUMPHOUSE GWIC #67187,A,WL,GW
NC0111151,12258,WELL #1,A,WL,GW
NC0111151,7400,TREATMENT_PLT_WELL #2,I,TP,
MT0001786,8737,DISTRIBUTION SYSTEM,A,DS,
MT0001786,12302,PRESSURE CONTROL WELL 1 NORTH,A,PC,
NC0407559,8935,TREATMENT_PLT_ACID PLANT,I,TP,
MT0000030,3335,WELL 1 GWIC 58848,I,WL,GW
MT0001786,2839,TP FOR WELL 1 NORTH,A,TP,
MT0001786,3056,TP FOR WELL 2 CENTER,I,TP,
MT0001786,4461,WELL 1 NORTH GWIC 93430,A,WL,GW
MT0000259,12909,TP FOR BUFFALO HILL WELL,A,TP,
MT0000259,12911,TP FOR GRANDVIEW WELLS 1 & 2,A,TP,
MT0001888,16331,TREATMENT PLANT,A,TP,
MT0001888,4516,WELL #1 (GWIC# 94328),I,WL,GW
PA6240007,001,SILVER CREEK RESERV,I,IN,SW
PA6240007,002,POWERS RUN RESERVOIR,I,IN,SW
PA6240007,005,CHIESA WELL,I,WL,GU
PA6240007,006,YARD WELL,I,WL,GU
PA6240007,116,EP 116 POWERS RUN,I,SS,
PA6240007,300,POWERS RUN WTP,I,TP,
PA6240007,301,SILVER CREEK,I,TP,
NC0113010,39043,LAKE FISHER/COLDWATER CRK,A,IN,SW
NC0113020,3935,TREATMENT_PLT_MT PLEASANT WTP,A,TP,
NC0111401,7413,TREATMENT_PLT_WELL #1,A,TP,
NC0111401,12279,WELL #1,A,WL,GW
MT0000241,2493,TP FOR ORO FINO,I,TP,
MT0000241,2428,TP FOR TEN MILE WATER TREATMENT PLANT,A,TP,
MT0000241,15882,WELL 6 OROFINO,I,WL,GU
MT0000597,10868,DISTRIBUTION SYSTEM,A,DS,
MT0000597,14062,PRESSURE CONTROL ASSEMBLY 2,A,PC,
MT0000597,3691,WELL 1 NORTH GWIC 171239 EMERGENCY,I,WL,GW
MT0000259,10879,DISTRIBUTION SYSTEM,A,DS,
MT0000259,1039,BUFFALO HILL TANK 1  1.4 MIL GAL,A,ST,
MT0000259,2811,TP FOR NOFFSINGER SPRING,A,TP,
NC0136190,5834,TREATMENT_PLT_WELL #2,I,TP,
NC0392373,10444,TREATMENT_PLT_CROSSGATE #1,A,TP,
MT0004225,14440,DISTRIBUTION SYSTEM,A,DS,
MT0004225,14399,WELL 1 GWIC 41114,A,WL,GW
NC0106015,10917,TREATMENT_PLT_WELL #4,I,TP,
NC0106015,11888,WELL #5,A,WL,GW
PA6200815,101,ENTRY POINT 101,A,SS,
NC4051006,40830,"PINE LEVEL, TOWN OF",A,CC,GW
MT0002900,8847,DISTRIBUTION SYSTEM,I,DS,
MT0002900,3935,WELL 1 GWIC 58076 ABANDONED,I,WL,GW
MT0002902,5479,WELL 1 GWIC 297558,A,WL,GW
WA5384903,30741,AHN355 Well 2,A,WL,GW
WA5384682,24479,Well #1 - AFL213,A,WL,GW
MT0000620,9373,DISTRIBUTION SYSTEM,A,DS,
MT0000620,422,STORAGE FACILITY,I,ST,
MT0000620,15965,WELL 2 REDGATE,A,WL,GW
PA7010019,001,MARSH CREEK,A,IN,SW
PA7010019,002,WELL 3,A,WL,GW
PA7010019,003,WELL 4,I,WL,GW
PA7010019,005,WELL 6,A,WL,GW
PA7010019,006,WELL 8,A,WL,GW
PA7010019,101,MARSH CREEK,A,SS,
PA7010019,102,WELL #3,A,SS,
PA7010019,103,WELL 4,I,SS,
PA7010019,104,WELL 5,I,SS,
PA7010019,105,WELL 6,A,SS,
PA7010019,106,WELL 8,A,SS,
PA7010019,107,WELL 2,A,SS,
PA7010019,108,WELL 9,A,SS,
PA7010019,301,MARSH CREEK,A,TP,
PA7010019,302,WELL 3,A,TP,
PA7010019,303,WELL 4,I,TP,
PA7010019,304,WELL 5,I,TP,
PA7010019,306,WELL 8,A,TP,
PA7010019,307,WELL 2,A,TP,
PA7010034,001,BIG HILL GALLERIES,I,WL,GU
PA7010034,002,WILSON WELL,I,WL,GW
PA7010034,003,LABOR CAMP WELL,A,WL,GW
PA7010034,101,BIG HILL,A,SS,
PA7010034,102,WILSON,I,SS,
PA7010034,103,LABOR CAMP,I,SS,
PA7010034,301,BIG HILL TMT PL,A,TP,
PA7010034,302,WILSON WELL TMT,I,TP,
MO6024340,72327,WELL # 1 - 3440 S HWY W - WINFIELD,I,TP,
MO6024340,72328,WELL # 3 - RIDGE RD - TROY,A,TP,
MO6024340,72329,WELL # 4 - CAT TAIL LN - TROY,I,TP,
MO6024340,83658,WELL # 5 WILDORADO RD - TROY,A,WL,GW
MO6024340,83660,WELL # 7 - HIGHWAY 47 E - TROY,A,WL,GW
MO4036256,73167,WELL #2 BLENDED TREATMENT,A,TP,
MO4069040,71376,WELL # 2 EAST TREATMENT,A,TP,
MO4069041,86660,DISTRIBUTION SYSTEM,A,DS,
MO1024006,85301,DISTRIBUTION SYSTEM,A,DS,
MO1024007,85302,DISTRIBUTION SYSTEM,A,DS,
MS0110002,37695,DISTRIBUTION DS000,A,DS,
MS0110003,37696,DISTRIBUTION DS000,A,DS,
MS0110003,40162,IDSE,A,DS,
MO6031193,89577,DISTRIBUTION SYSTEM,A,DS,
MO6031193,83704,WELL # 1 - PLANTATION DR,A,WL,GW
MO6041073,83831,WELL # 1 - 49 CHARLOTTE DR-LOT 44,A,WL,GW
MO6041076,72740,WELL # 1-#10 PENROD RD,A,TP,
MO6041229,73614,WELL # 1,A,TP,
MO6041229,73843,WELL # 2,A,TP,
MO4256181,71461,TREATMENT WELL # 2,A,TP,
MO5010446,87082,DISTRIBUTION SYSTEM,A,DS,
MO5010449,81396,WELL # 3,A,WL,GW
MT0000304,8139,DISTRIBUTION SYSTEM,A,DS,
MT0000304,14559,STORAGE FACILITY 20000 GAL,I,ST,
MT0000229,7903,DISTRIBUTION SYSTEM,A,DS,
MT0000229,10183,INTAKE YELLOWSTONE RIVER,A,IN,SW
MT0000232,558,STORAGE FACILITY WELL #3,A,ST,
MT0000232,2544,TP FOR WELL 1,I,TP,
MT0000232,4430,WELL 1 GWIC 33313,I,WL,GW
MO4024456,86584,DISTRIBUTION SYSTEM,A,DS,
MO3024170,85826,DISTRIBUTION SYSTEM,A,DS,
MS0140002,33792,TREATMENT FACILITY TF101,I,TP,
MS0140002,37729,DISTRIBUTION DS000,A,DS,
MT0000249,15600,COMMON HEADER FOR IN002 AND IN003,I,CH,
MT0000249,9720,"DISTRIBUTION  INVERNESS, HINGHAM, JOPLIN",A,DS,
MT0000249,13144,TREATMENT PLANT AT PS 2,A,TP,
MT0000218,10748,DISTRIBUTION SYSTEM,A,DS,
MT0000218,1957,STORAGE FACILITY CONTACT BASIN  1.3 MIL,A,ST,
MT0000218,3165,TP FOR FORT PECK,A,TP,
MS0140003,37730,DISTRIBUTION DS000,A,DS,
MT0000239,10255,DISTRIBUTION SYSTEM,A,DS,
MT0000239,7740,INTAKE MILK RIVER,A,IN,SW
MT0000239,2705,TREATMENT PLANT FOR MILK RIVER,A,TP,
MT0000241,15124,CLEAR WELL CONTACT BASIN MRSWTP,I,CW,
MT0000241,15123,COMMON HEADER TMSWTP,A,CH,
MT0000241,8893,DISTRIBUTION SYSTEM,A,DS,
MT0000241,15890,INTAKE FROM CANYON FERRY TO RS004 MRSWTP,I,IN,SW
MT0000241,9719,INTAKE HELENA REGULATING RESERVOIR,A,IN,SW
MT0000241,7869,INTAKE 2 TEN MILE CREEK TMSWTP,A,IN,SW
MT0000221,9947,DISTRIBUTION SYSTEM,A,DS,
MT0000221,145,STORAGE FACILITY 50K GAL,A,ST,
MT0000222,9948,DISTRIBUTION SYSTEM,A,DS,
MT0000222,1134,STORAGE FACILITY,A,ST,
MT0000222,2475,TREATMENT PLANT,A,TP,
MT0000222,4498,WELL 1 GWIC 155741,A,WL,GW
MT0000170,12675,MOULTON RESERVOIRS,I,ST,
MT0000170,14744,PUMP FACILITY MAIN STREET,A,PF,
MT0000241,13508,INTAKE 4 MINNEHAHA CREEK TMSWTP,A,IN,SW
MT0000241,16884,KNOBHILL PUMP FACILITY,A,PF,
MT0000241,14912,RESERVOIR SCOTT,A,RS,SW
MT0000241,2134,LOWER HALE RESERVOIR,A,ST,
MT0000170,13511,TP BASIN CREEK,A,TP,
MT0000170,3240,TP FOR BIG HOLE RIVER AND SF RES,A,TP,
MS0140006,37733,DISTRIBUTION DS000,A,DS,
MS0140009,37736,DISTRIBUTION DS000,A,DS,
MS0140010,37737,DISTRIBUTION DS000,A,DS,
MS0140012,37739,DISTRIBUTION DS000,A,DS,
MS0140012,40131,IDSE,A,DS,
MS0140012,42340,TANK ST001,A,PC,
MS0460010,38210,DISTRIBUTION DS000,A,DS,
MT0000241,3063,TREATMENT PLANT MRSWTP,A,TP,
MT0003672,2473,TP FOR WELL 1,A,TP,
MT0000174,9988,DISTRIBUTION SYSTEM,A,DS,
MT0000174,15596,"STORAGE TANK  300,000 GAL",A,ST,
MT0000174,2787,TP FOR MILK RIVER SOURCE,A,TP,
MT0000179,8733,DISTRIBUTION SYSTEM,A,DS,
MT0000179,7486,JOHNSON SPRINGS,A,WL,GW
MT0000179,741,STORAGE FACILITY 1,A,ST,
MT0000179,13043,TREATMENT PLANT FOR JOHNSON SPRING,I,TP,
MT0000180,8734,DISTRIBUTION SYSTEM,A,DS,
MT0000180,13364,ZONE 2 RESERVOIR 2.0 MG,A,ST,
MO4010853,96182,WEST PLAINS TREATMENT PLT,A,TP,
MO4036256,71331,WELL #1 -EMERGENCY ONLY,I,TP,
MO6031217,73536,WELL # 1 - TIMBER RIDGE DR,A,TP,
MT0000289,10089,DISTRIBUTION SYSTEM,A,DS,
MO6010659,83517,WELL # 6 - LAWRENCE ST-SRV CTY & DIST,A,WL,GW
PA7010012,101,WELL 4,A,SS,
PA7010012,102,WELL 1,I,SS,
PA7010012,103,WELL 3,A,SS,
PA7010012,104,WELL 5,A,SS,
PA7010012,105,WELL 6,I,SS,
PA7010012,106,WELL 7,I,SS,
PA7010012,107,WELL 8,A,SS,
PA7010012,108,WELL 9,A,SS,
PA7010012,300,WELL 1,I,TP,
PA7010012,301,WELL #3,A,TP,
PA7010012,302,WELL 4,A,TP,
PA7010012,303,WELL 5,A,TP,
PA7010012,304,WELL 6,I,TP,
PA7010012,306,WELL 8,A,TP,
PA7010012,307,WELL 9,A,TP,
PA6200815,001,WELL,I,WL,GW
MT0004370,16037,TREATMENT PLANT,A,TP,
PA6620021,001,WELL #1,I,WL,GW
PA6620021,002,WELL #2,I,WL,GW
PA6620021,101,EP 101,A,SS,
PA6620021,301,CENTER ST WTP,A,TP,
MT0000549,12538,COMMON HEADER WELLS 1 4,I,CH,
MT0000549,9287,DISTRIBUTION SYSTEM,A,DS,
MT0000549,3168,TP FOR WELLS 1 4,I,TP,
MT0000549,3947,WELL 1 GWIC 4027,I,WL,GW
MT0000965,7182,WELL 1,A,WL,GW
MT0000968,10292,DISTRIBUTION SYSTEM,I,DS,
MT0000968,11528,SPRING,I,SP,GW
NC0100459,11317,WELL #1,A,WL,GW
MT0000570,7366,WELL 2 5TH ST WELL,I,WL,GW
MT0000570,15964,WELL 4 GWIC 210293,A,WL,GW
PA7010924,001,WELL,A,WL,GW
PA7010924,101,MENS RESTROOM,A,SS,
PA7010924,301,BASEMENT,A,TP,
PA7010003,001,WELL 1,A,WL,GW
PA7010003,002,WELL 2,A,WL,GW
PA7010003,005,WELL 5,A,WL,GW
PA7010003,101,RESERVOIR WELL 1,A,SS,
PA7010003,102,WELL #4,A,SS,
PA7010003,103,WELL #5,A,SS,
PA7010003,301,RES WELL TMT,A,TP,
PA7010003,302,PMPHOUSE WELLTM,A,TP,
PA7010003,303,BROWN WELL TMT,A,TP,
PA7010003,304,BEAVER WELL TMT,A,TP,
PA7010012,001,WELL 1,I,WL,GW
PA7010012,003,WELL 3,A,WL,GW
PA7010012,005,WELL 5,A,WL,GW
PA7010012,006,WELL 6,I,WL,GW
NC0136324,14865,WELL #3-SECT 1,A,WL,GW
NC0136324,7516,TREATMENT_PLT_WELLS #4 & 5,I,TP,
NC0111109,12147,WELL #1,I,WL,GW
WA5387375,31242,WELL #6 ALH719 Arsenic Issue,A,WL,GW
WA5387375,32420,Well #7 BHK440 6 ,A,WL,GW
MT0003911,11963,COMMON HEADER FOR WELLS 3 4,I,CH,
MS0450013,38194,DISTRIBUTION DS000,A,DS,
MS0450013,39883,IDSE,A,DS,
MS0450013,42671,"500,000 GAL AT TRACE APTS",A,ST,
NC0103413,11634,WELL #1,A,WL,GW
NC0392356,9320,TREATMENT_PLT_WELL #1,A,TP,
NC0392356,9323,TREATMENT_PLT_WELL #11,I,TP,
NC0392356,9322,TREATMENT_PLT_WELL #2,A,TP,
NC0392356,30593,WELL #2,A,WL,GW
NC0106015,10915,TREATMENT_PLT_WELL #2,A,TP,
PA7010932,001,WELL 1 NOW S1W1,I,WL,GW
PA7010932,002,WELL 2 NOW S1W2,I,WL,GW
PA7010971,001,WELL,A,WL,GW
PA7010971,101,ENTRY POINT 101,A,SS,
PA7010971,301,UTILITY ROOM,A,TP,
MT0003986,13234,COMMON HEADER  WELLS 1 2 3,A,CH,
