PWSID,FACILITY_ID,FACILITY_NAME,FACILITY_ACTIVITY_CODE,FACILITY_TYPE_CODE,WATER_TYPE_CODE
PA3540932,001,WELLS 1&3 PROCESS,I,WL,GW
PA3540932,002,WELL 002 POTABLE,A,WL,GW
PA3540932,101,1ST TAP,I,SS,
PA3540932,300,CHLORINATOR,I,TP,
PA3390531,001,WELL,A,WL,GW
PA2450043,001,WELL 1,I,WL,GW
PA2450043,002,WELL 2,I,WL,GW
PA2450043,003,WELL 3,I,WL,GW
PA2590008,001,WELL #2,A,WL,GW
PA2590008,101,TRTMT BLDG SINK,A,SS,
PA1150839,001,WELL PIT 1,I,WL,GW
PA1150839,002,WELL 4,I,WL,GW
PA2590313,001,WELL,I,WL,GW
PA2590313,101,KITCHEN SINK,A,SS,
PA2590313,301,WATER TREATMENT,A,TP,
OR4195213,18598,EP FOR WELL,A,SS,
OR4195213,18597,WELL,A,WL,GW
PA1091308,001,MAIN WELL,A,WL,GW
PA1091308,101,MAIN WELL E P,A,SS,
PA1091308,300,TREATMENT PLANT 300,A,TP,
PA2641015,001,WELL #1,A,WL,GW
PA2641015,100,STORE EP,A,SS,
PA2641015,300,STORE TRMT,A,TP,
PA2660034,001,WELL 3,A,WL,GW
PA2660034,101,HYDRANT BY 1ST TRAIL,A,SS,
PA2660034,301,WELL 3 WELLHOUSE,A,TP,
PA2660035,001,WELL 1,A,WL,GW
PA2660035,101,TREATMENT BLDG,A,SS,
PA2660035,301,WELL HOUSE 1,A,TP,
PA2451093,001,MAIN WELL,I,WL,GW
PA2451093,101,MOBILEMARTRESTROOM,I,SS,
PA2450043,005,WELL 5,I,WL,GW
PA2450043,006,WELL 6,I,WL,GW
PA2450043,101,WELLHOUSE 1 FWT,A,SS,
PA2450043,102,WELLHOUSE 2 FWT,A,SS,
PA2450043,103,WELLHOUSE 3 FWT,A,SS,
PA2450043,104,WELLHOUSE 4 FWT,A,SS,
PA2450043,105,WELLHOUSE 5 FWT,A,SS,
PA2450043,107,WELL #7 FINISHED TAP,A,SS,
PA2450043,301,WELLHOUSE 1,A,TP,
PA2450043,302,WELLHOUSE 2,A,TP,
PA2450043,303,WELLHOUSE 3,A,TP,
PA2450043,304,WELLHOUSE 4,A,TP,
PA2450043,307,WELLHOUSE #7,A,TP,
PA3390984,001,WELL,A,WL,GW
PA3390984,101,TREATMENT ROOM,A,SS,
PA3390984,301,NO3 REMOVAL & SOFTEN,A,TP,
PA3390988,001,WELL,A,WL,GW
PA3390988,101,DAYCARE,A,SS,
PA3390988,301,UTILITY ROOM,A,TP,
PA1150839,101,COMBINED WELLS,A,SS,
PA3060708,001,WELL,A,WL,GW
PA3060708,101,CHURCH RESTROOM,A,SS,
PA3060708,301,CHURCH BASEMENT,A,TP,
PA3480399,001,WELL,A,WL,GW
PA3480399,101,OFFICE SINK,A,SS,
PA3540947,001,WELL #1,A,WL,GW
PA3540947,101,ENTRY POINT #1,A,SS,
PA3540947,301,PLANT #1,A,TP,
PA4050033,001,CLAPPER WELL,A,WL,GW
PA4050033,002,GUYER SPRING,A,WL,GW
PA4050033,003,MORAN SPRING,A,WL,GW
PA2080814,001,WELL #1,A,WL,GW
PA3540038,001,MT LAUREL,A,IN,SW
PA3540038,002,KAUFFMAN,A,IN,SW
PA3540038,003,EISENHUTH,A,IN,SW
PA3540038,005,WOLFE CREEK,A,IN,SW
PA3540038,006,INDIAN RUN,A,IN,SW
PA3540038,101,MT LAUREL,A,SS,
PA3540038,102,BROAD MT.,A,SS,
PA3540038,103,INDIAN RUN,A,SS,
PA3540038,301,MT LAUREL FILT,A,TP,
PA3540038,302,BROAD MT FILTER,A,TP,
PA3540038,303,INDIAN RUN FILT,A,TP,
PA3060373,001,WELL,A,WL,GW
PA3060373,101,REST KITCHEN SINK,A,SS,
PA3060373,301,BASEMENT,A,TP,
PA2660314,001,WELL,I,WL,GW
PA2660314,101,EP TAP IN TRMT RM,A,SS,
PA3480375,001,WELL #1,A,WL,GW
PA3480375,101,KITCHEN SINK,A,SS,
PA3480375,301,KITCHEN TRMT PLANT,A,TP,
PA3480410,001,WELL,A,WL,GW
PA3480410,101,KITCHEN SINK,A,SS,
PA3480410,301,HYPOCHLORINATOR,A,TP,
PA3480420,301,RESTAURANT TP,A,TP,
PA3480421,001,WELL 1,A,WL,GW
PA3480421,101,RESTAURANT EP,A,SS,
PA4050033,101,SALEMVILLE TANK TAP,A,SS,
PA4050033,102,SPRING TRANSMAIN TAP,A,SS,
PA4050033,301,WELL CHLORINATOR,A,TP,
PA4050033,302,SPRING CHLORITOR,A,TP,
PA3480446,001,WELL 1,A,WL,GW
PA3480446,101,RESTAURANT EP,A,SS,
PA3480446,301,RESTAURANT TP,A,TP,
OR4194998,16991,EP for WELL,A,SS,
PA2080861,001,WELL #1,A,WL,GW
PA2080861,100,SUBWAY RESTROOM SINK,A,SS,
OR4194980,16934,EP for WELL,A,SS,
OR4194980,6247,WELL,A,WL,GW
PA2660836,001,PLAZA WELL,A,WL,GW
PA2660836,101,NAIL SALON SINK,A,SS,
OR4195069,11368,Distribution System,A,DS,
PA2451119,001,CLUBHOUSE WELL,A,WL,GW
PA2451119,101,POTSINK,A,SS,
PA2451119,301,CLUBHOUSE KITCHEN,A,TP,
PA2660966,001,OLD WELL,A,WL,GW
PA2660966,101,UTILITY ROOM TAP,A,SS,
PA3480921,001,WELL 1,A,WL,GW
PA3480921,101,CHURCH,A,SS,
PA3480921,301,FURNACE ROOM,A,TP,
PA4050365,001,WELLS,I,WL,GW
PA4050365,101,1ST TAP,A,SS,
PA4050365,301,UV LIGHT,A,TP,
PA4050370,001,WELL #1,A,WL,GW
PA4050370,002,WELL #2,I,WL,GW
PA4050370,101,1ST TAP AFTER TMT,A,SS,
PA4050370,301,CHLORINATOR,A,TP,
PA4050370,302,HARDEES UV,I,TP,
PA4050370,303,FAMILY HOUSE UV,I,TP,
PA4050370,304,MOTEL OFFICE UV,I,TP,
PA3390073,309,WL #9 NAOCL,A,TP,
PA3390073,311,WL #11 NAOCL,A,TP,
PA3390073,312,WL #12R NAOCL,A,TP,
PA3390073,313,WL #13 NAOCL,A,TP,
PA3390073,317,WL #17 NAOCL & KMNO4,A,TP,
PA3061184,001,WELL #1,A,WL,GW
PA3061184,002,WELL #2,A,WL,GW
PA3061184,003,WELL #3,A,WL,GW
PA3061184,101,BUILDING 305,A,SS,
PA3061184,102,BUILDING 325,A,SS,
PA3061184,103,BUILDING 345,A,SS,
PA3390531,101,CHURCH,A,SS,
PA3390531,301,HYPOCHLORINATOR,A,TP,
PA3540049,001,WELL 1,A,WL,GW
PA3391034,001,WELL,A,WL,GW
PA3391034,101,CHURCH,A,SS,
PA3391034,301,UV LIGHT,A,TP,
OR4195069,17212,EP FOR WELL,A,SS,
PA2590008,301,TREATMENT BLDG.,A,TP,
PA1460363,001,WELL 1,A,WL,GW
PA1460363,101,ENTRY POINT ONE,A,SS,
OR4195236,18874,EP FOR WELL,A,SS,
PA2590812,001,COREY CREEK,A,IN,SW
PA2590812,002,WELL #1,A,WL,GU
PA2590812,003,WELL #3,A,WL,GU
PA2590812,101,CLEARWELL EFFLUENT,A,SS,
PA2590812,300,FILTER PLANT,I,TP,
PA2590816,001,WELL 1 HAND DUG,I,WL,GW
PA2590816,100,ROOM 23 KITCHEN SINK,A,SS,
PA2590816,101,SHALLOW WELL,I,SS,
PA3540049,002,WELL 2,I,WL,GW
PA3540049,003,WELL 3,A,WL,GW
PA3540049,006,WELL 6,A,WL,GW
PA3540049,100,PLANT 301 WELL #1,A,SS,
PA3540049,101,PLANT 303 WELL #3,A,SS,
PA3540049,102,PLANT 302 WELL #2,I,SS,
PA3540049,103,PLANT 306 WELL #6,A,SS,
PA3540049,301,WELL 1 PLANT,A,TP,
PA3540049,302,WELL 2 PLANT,I,TP,
PA3540049,303,WELL 3 PLANT,A,TP,
PA3540049,306,WELL 6 PLANT,A,TP,
PA2451209,001,MAIN WELL,A,WL,GW
PA2451209,101,DOWNSTAIRS KITCHEN,A,SS,
PA2451209,301,BOILER ROOM,A,TP,
PA3480929,001,WELL 1,A,WL,GW
PA3480929,002,WELL 2,A,WL,GW
PA3480929,101,2690 ENTRY POINT,A,SS,
PA3480929,102,2650 ENTRY POINT,A,SS,
PA3480929,301,2690 TREATMENT PLANT,A,TP,
PA3480929,302,2650 TREATMENT PLANT,A,TP,
PA3480868,001,WELL #1,A,WL,GW
PA3480868,101,BEER STORE EP,A,SS,
PA3480868,301,RESTAURANT TP,I,TP,
PA3390073,001,WL #1,A,WL,GW
PA3390073,002,WL #2,A,WL,GW
PA3390073,003,WL #3,A,WL,GW
PA3390073,005,WL #5,A,WL,GW
PA1460342,001,WELL 1,A,WL,GW
PA1460342,101,ENTRY POINT 101,A,SS,
PA2640066,001,WELL #1 SPRING LN,I,WL,GW
PA2640066,002,WELL #2 LAKE RD,I,WL,GW
PA2640066,003,MAIN WELL #3 RIDGE,A,WL,GW
PA2640066,005,WELL #5 BEECH,A,WL,GW
PA2640066,101,WELL #1 EP,I,SS,
PA2640066,102,WELL 2 EP,I,SS,
PA2640066,103,WELL #3 MAIN EP,A,SS,
PA2640066,105,WELL #5 EP,A,SS,
PA2640066,301,WELL#1 CHLORINE,I,TP,
PA2640066,302,WELL #2 CHLORINE,I,TP,
PA2640066,303,WELL#3 CHLORINE,A,TP,
PA3066483,001,BIG SPRING WELL,A,WL,GU
PA3066483,101,BIG SPRING VENDING,A,SS,
PA3066483,301,SPRING HOUSE,A,TP,
PA3066483,302,VENDING BUILDING,A,TP,
PA3060519,001,WELL,A,WL,GW
PA3060519,101,BAR SINK,A,SS,
PA3060519,301,BASEMENT,A,TP,
PA4440310,001,SPRING,I,WL,GU
PA4440310,101,KITCHEN TAP,A,SS,
PA4440310,301,SCHOOL BASEMENT,A,TP,
PA4600823,001,WELL,A,WL,GW
PA4600823,100,TREATMENT ROOM,A,SS,
PA4600823,300,TREATMENT ROOM,A,TP,
PA4600834,101,WELL HOUSE 3,A,SS,
PA4600834,102,WELL 4,A,SS,
PA4600834,300,WELL HOUSE 3,A,TP,
PA1091297,001,WELL#MAIN,A,WL,GW
PA1091297,101,MAIN WELL E P,A,SS,
PA1091297,300,TREATMENT PLANT 300,A,TP,
PA1150833,001,WELL #1,I,WL,GW
PA1150833,100,FIRST TAP,A,SS,
PA1150833,300,STORAGE ROOM,A,TP,
PA1150834,001,PRIMARY WELL #1,A,WL,GW
PA1150834,002,SECONDARY WELL #2,I,WL,GW
PA1150834,101,WELL #1,A,SS,
PA1150834,102,WELL #2,I,SS,
PA1150834,301,PRIMARY PLANT,A,TP,
PA1150834,302,SECONDARY PLANT,I,TP,
PA3480853,001,WELL #1,A,WL,GW
PA3480853,101,FIREHOUSE EP,A,SS,
PA3480853,301,UV TP,A,TP,
PA3390073,006,WL #6,A,WL,GW
PA3390073,101,WL #1 WELL HOUSE,A,SS,
PA3390073,102,WL #2 WELL HOUSE,A,SS,
PA3390073,103,WL #3 WELL HOUSE,A,SS,
PA3390073,104,WL #4 WELL HOUSE,I,SS,
PA1090157,001,WELL NO 5,A,WL,GW
PA1090157,002,WELL 6,A,WL,GW
PA1090157,003,WELL NO 7,A,WL,GW
PA1090157,101,WELL 5,A,SS,
PA1090157,102,WELL 6,A,SS,
PA1090157,103,WELL NO 7 EP,A,SS,
PA2080014,001,WELL 1,I,WL,GW
PA3390073,105,WL #5 PUMP HOUSE,A,SS,
PA3390073,106,WL #6 WELL HOUSE,A,SS,
PA3480492,001,WELL 1,A,WL,GW
PA3480492,101,FELLOWSHIP HALL EP,A,SS,
PA3480492,301,CHURCH TP,A,TP,
OH5400011,38922,GAC FILTER PUMP,A,PF,
PA3480977,301,MOTEL SOFTENER,A,TP,
PA1090046,304,WELL 7,A,TP,
PA7361107,100,CLASSROOM 5&6 GRADES,A,SS,
PA7361108,100,TREATMENT ROOM TAP,A,SS,
CO0138518,18414,DISTRIBUTION SYSTEM,A,DS,
OH4647212,38911,CONDO CAMPING PRESSURE TANK,A,ST,
OH7708812,39043,TWO HIGH SERVICE BOOSTER PUMPS,A,PF,
TX0110020,79508,TAHITIAN DR - 500 GPM - SP,A,PF,
CO0135143,18487,STABLE BOOSTER PUMP STATION,I,PF,
CO0263299,18382,SIGMONS NURSERY 200 GALLON STORAGE TANK,I,ST,
CO0263299,18383,TREE ROW FARM PIPE FOR CONTACT TIME,I,TM,
CO0230517,18597,STORAGE FOR HAULED WATER,A,ST,
OH2504412,38902,CLEVELAND BOOSTER STATION,A,PF,
OH2504412,38904,GANTZ BOOSTER STATION,A,PF,
OH2504412,38861,BLAZER PARKWAY TANK,A,ST,
OH2504412,38882,NORTH STAR BOOSTER STATION,A,PF,
OH2504412,38885,HAMILTON BOOSTER STATION,A,PF,
OH2504412,38886,PARSONS AVE HIGH SERVICE PUMPS,A,PF,
OH2504412,38888,SMOKY ROW BOOSTER STATION,A,PF,
OH2504412,38889,MORRISON BOOSTER STATION,A,PF,
OH2504412,38891,MORSE RD BOOSTER STATION,A,PF,
PA1091369,102,MAIN WELL #2,A,SS,
PA1090046,105,WELL 7,A,SS,
PA1091369,002,WELL #2,I,WL,GW
AZ0408024,21123,EPDS004,A,SS,
AZ0411712,20979,XEPDS003,I,SS,
PA7361107,001,WELL,A,WL,GW
PA7361108,001,WELL,A,WL,GW
TX1830002,83931,PLANT 3 - 510 GPM - SP,A,PF,
TX1550136,85512,MAIN PLANT - 250 GPM - SP,A,PF,
TX1830008,70311,PLANT 1 - 300 GPM - SP,A,PF,
TX0790295,106437,"11927 S HWY 6, FRESNO",I,SS,
TX0790295,106517,"11927 S HWY 6, FRESNO",I,SS,
TX0080019,106431,"FORT BEND RANCH LN, BELLVILLE",A,SS,
NY2902824,34056,WELL 15 OOS VOCS,I,WL,GW
NY2902824,34053,WELL 8 OOS VOCS,I,WL,GW
AZ0402012,20883,EPDS004,A,SS,
AZ0402012,20884,XEPDS005,I,SS,
AZ0403026,20894,WL-55-576327 - DOGTOWN 1,A,WL,GW
OK2004440,25552,WELL 1,A,WL,GW
OK2002401,25549,CL2 STATION WELL 18,A,TP,
NV0000372,10571,BOARD BOOSTER  2A PRE TP V3,A,PF,
PA1091369,301,TREATMENT PLANT 301,A,TP,
AZ0411115,20966,TP139 - CL2,A,TP,
MO5301550,100075,WELL # 1 TREATMENT,A,TP,
OK2007003,25608,CL2 STATION CACTUS T STATION,A,TP,
TX2140003,72396,SALINENO / OFF HWY 83 - 600 GPM,I,PF,
TX2140006,89455,HWY 83 0.25 MI S FM 2360 - 0.300 MG - EL,A,ST,
TN0000338,13441,0.020 MG TANK #2,A,ST,
TX1840008,72878,PS3 - 1400 FM 2257 - 800 GPM - SP,A,PF,
CA1900961,60614,STORAGE TANK,A,ST,
CO0138518,18413,WELL,A,WL,GW
CO0105300,18509,CHLORINATOR FOR TOWER WELL,A,TP,
CO0105300,18510,CHLORINATOR FOR DINK WELL,I,TP,
TN0000230,13368,ARLINGTON TANK,A,ST,
PA7360683,100,BREAK ROOM SINK,A,SS,
PA7360683,300,OLD WAREHOUSE,A,TP,
PA7360693,001,WELL,A,WL,GW
PA7360693,100,KITCHEN SINK,A,SS,
PA7360693,300,WELL PIT,A,TP,
PA7360700,001,WELL 1,I,WL,GW
PA7360700,100,MENS ROOM TAP,A,SS,
PA7360700,300,TREATMENT ROOM,A,TP,
PA7360100,001,WELL 1,A,WL,GW
PA7360100,101,TREATMENT PLANT SINK,A,SS,
PA7360100,300,PUMPHOUSE,A,TP,
PA7360110,001,WELL #1,A,WL,GW
PA7360110,002,WELL#2,A,WL,GW
PA7360110,101,CONTROL BLDG SINK,A,SS,
PA7360110,300,CONTROL BLDG.,A,TP,
PA7360112,001,PAWC INTERCONNECTION,A,CC,SW
PA7360112,003,N CHURCH ST WELL,A,WL,GW
PA7360112,101,N CHURCH ST WELL,A,SS,
PA7360112,102,PAWC INTERCONNECTION,A,SS,
PA7360112,300,METERING PIT,A,TP,
PA7360112,301,N CHURCH ST WELL,A,TP,
PA7360113,002,WELL #3A,A,WL,GW
PA7360113,003,WELL 4,I,WL,GW
PA7360113,005,WELL #7,A,WL,GW
PA7360929,101,WELL #1,A,SS,
PA7360929,102,WELL#2,A,SS,
PA7360929,103,WELL#3,A,SS,
PA7360929,104,WELL #4,A,SS,
PA7360929,300,#1 CHLORINATOR,A,TP,
PA7360929,301,WELL #2 CHLORINATOR,A,TP,
PA7360929,303,WELL 3 CHLORINATOR,A,TP,
PA7360929,304,WELL 4 CHLORINATOR,A,TP,
OH1700411,38942,RESERVOIR #3,A,IN,SW
TX0850016,68741,"2491 FM 2458 NO6, JUSTICEBURG",A,SS,
TX1500126,99316,DISTRIBUTION SYSTEM,A,DS,
TX1650127,99392,"WELL HOUSE, 2707 S CR 1208",A,SS,
AZ0407125,21002,XTPPOU - AS,I,TP,
PA5100804,110,WTP 310,A,SS,
PA5100804,103,ENTRY POINT 103,I,SS,
PA5100804,302,WTP 2,I,TP,
TX1840171,68128,"MARILYN ST / EDEN RD, WEATHERFORD",A,SS,
NY1800553,1,DRILLED WELL,I,WL,GW
NY1800553,2,WELLHOUSE,I,TP,
IL1250350,34740,WELL 6 (01744),A,WL,GW
PA7280397,302,SODIUM HYPO,A,TP,
TX1840172,68137,"LUCAS ST / JOYCE ST, WEATHERFORD",A,SS,
TX2460148,85511,WATER PLANT - 100 GPM - SP,A,PF,
TX2500015,26210,14 - LYNN,A,WL,GW
TX2500015,26178,15 - SPINKS,A,WL,GW
NE3150002,8731,WELL 691,I,WL,GW
NE3150019,4307,WELL 031,I,WL,GW
NE3150038,4043,WELL 611,I,WL,GW
TX2440001,25014,WINSTON 19,A,WL,GW
TX2330054,62197,"17705 HWY 90 W, DEL RIO",A,SS,
VA2171175,24653,EP - WELL 2 TMT PLT,I,SS,
VA2171175,14072,WEST ELEVATED TANK,A,ST,
VA2171175,14062,WELL NO. 2,I,WL,GW
VA2171175,6138,WELL NO. 3,I,WL,GW
VA2171175,14068,WELL NO. 4 TREATMENT PLANT,A,TP,
PA4070298,002,KEGARISE,I,WL,GW
PA4070298,101,TREATMENT PLANT,A,SS,
PA4070298,301,TREATMENT PLANT,A,TP,
TX1940002,44914,DISTRIBUTION SYSTEM,A,DS,
TX1940002,10297,PLANT - 1506 GRANT ST,A,TP,
TX1940003,44915,DISTRIBUTION SYSTEM,A,DS,
VA1155635,14467,DRAPER MOUNTAIN ESTATES TANK,A,ST,
VA1155635,18079,ENTRY POINT - WTP,A,SS,
VA1155635,14465,WATER PLANT TANK,A,ST,
VA1155635,14471,CASEKNIFE TANK,A,ST,
VA1155635,14463,NEEDMORE RESERVOIR #2,A,ST,
VA1155635,14462,NEEDMORE RESEVOIR #1,I,ST,
TX2420001,59498,"W HWY 83, O & Q, WHEELER",A,SS,
TX2500010,11378,PLANT - WELL 3,I,TP,
TX2500010,11380,PLANT - WELL 4,A,TP,
TX2350009,7143,PLANT - 775 GUADALUPE RD (SOUTH WINDS),I,TP,
TX2440001,25038,WAREHOUSE 7,I,WL,GW
TX2340019,46030,DISTRIBUTION SYSTEM,A,DS,
TX2330033,59121,"ROUGH CANYON RD 2, DEL RIO",A,SS,
TX2350001,59189,HATCHETT / COMMERCE,A,SS,
TX2350001,8447,PLANT 3 - WELL 5,I,TP,
TX2350001,59188,ILLINOIS ST,I,SS,
TX2360009,4285,PLANT - HWY 190 E,A,TP,
TX2360009,4286,PLANT - HWY 190 W,A,TP,
TX2360009,59235,"PEGODA, HUNTSVILLE",A,SS,
TX2420002,9114,PLANT - PS 1 DISCHARGE,A,TP,
TX2420002,59500,"CR L / 0.2 MI W OF HWY 152, WHEELER",A,SS,
TX2360014,46090,DISTRIBUTION SYSTEM,A,DS,
TX2500039,46547,DISTRIBUTION SYSTEM,A,DS,
NE3107902,3223,WELL 641  WELLFIELD 6,I,WL,GW
NE3107906,3242,WELL 631,I,WL,GW
VA1155505,14139,DISTRIBUTION SYSTEM,A,DS,
VA1155055,14113,DISTRIBUTION SYSTEM,A,DS,
VA1155055,14109,MASTER METER PULASKI TOWN OF,A,CC,SW
VA1155635,14460,RIDGE AVENUE TANK,A,ST,
VA1155641,14396,DISTRIBUTION SYSTEM,A,DS,
VA1155641,14399,DUBLIN TANK,A,ST,
VA1155641,18428,GATE 10 ROAD PUMP STATION,I,PF,
VA1155641,18426,HIGHLAND RD/CLOYDS MTN PUMP STATION,A,PF,
NE3114106,10240,TEST WELL 1,I,OT,
TX1840130,24270,4 - BROOKHOLLOW LN,I,WL,GW
TX2350004,59194,"515 CHUKAR DR, VICTORIA",A,SS,
TX1013332,47274,DISTRIBUTION SYSTEM,A,DS,
TX1020002,36933,DISTRIBUTION SYSTEM,A,DS,
TX2360009,28985,3 - PEGODA / 177B WATSON LAKES RD,A,WL,GW
TX2360010,46089,DISTRIBUTION SYSTEM,A,DS,
TX2360010,4274,PLANT - HUNTWOOD / 6 DEVON LN- 0.123 GST,A,TP,
TX2360010,10448,PLANT - WALNUT CREEK / 17 WALNUT COVE,A,TP,
TX2360010,10460,PLANT - WARREN / 48 COONVILLE RD,A,TP,
TX1850009,57463,"1530 W HWY 60, FRIONA",A,SS,
TX1013195,61043,"11610 WALRAVEN, HUFFMAN",A,SS,
TX2360024,59246,"34 DOGWOOD DR, HUNTSVILLE",A,SS,
TX2360025,46097,DISTRIBUTION SYSTEM,A,DS,
TX2360025,7158,PLANT,A,TP,
TX2360026,46098,DISTRIBUTION SYSTEM,A,DS,
TX2360035,46103,DISTRIBUTION SYSTEM,A,DS,
TX2360035,29185,1 - PALISADE CIRCLE,A,WL,GW
TX1013127,53728,"27710 OAK RANCH DR, HUFFMAN",A,SS,
TX1013127,18683,1 - 27710 OAK RANCH DR,A,WL,GW
TX2510001,3210,PLANT - 108 W 8TH ST,A,TP,
TX2510001,59815,"W 8TH ST / N AVE B, DENVER CITY",A,SS,
TX2510001,26233,16 - CR 350 (RD P-38),A,WL,GW
VA2125650,21523,DISTRIBUTION SYSTEM,A,DS,
VA2125650,1052,JOHNSONS BRANCH,A,IN,SW
NE3107911,4924,WELL 021,I,WL,GW
NE3109502,9789,WELL 641 EMERGENCY CHLORINATION,I,TP,
NE3109701,3627,WELL 431,I,WL,GW
NE3109701,7831,POE 011F,I,TP,
NE3109901,10891,TEST WELL 20041,I,OT,
NE3112902,2845,WELL 731,I,WL,GW
NE3113705,2816,WELL 741,I,WL,GW
NE3113705,6166,WELL 731,I,WL,GW
NE3113707,3488,WELL 541,I,WL,GW
TX1070243,42418,DISTRIBUTION SYSTEM,A,DS,
VA1155635,14468,PEPPERS FERRY/RTE 11 TANK,A,ST,
VA1155635,14461,CRESTLINE DRIVE TANK,A,ST,
VA1155635,17216,DISTRIBUTION SYSTEM,A,DS,
VA1051100,144,CONNECTION TO FLANNAGAN,A,CC,SW
VA1051100,20993,DS001 DISTRIBUTION SYSTEM,A,DS,
VA1155641,18423,PARROTT PUMP STATION,A,PF,
VA1195900,6616,DISTRIBUTION SYSTEM,A,DS,
TX2530003,46584,DISTRIBUTION SYSTEM,A,DS,
TX2530003,9667,SWTP -  SAN YGNACIO,A,TP,
UTAH03002,732,STORAGE FACILITY ST002,A,ST,
TX1850003,24142,6 - 2ND / ASHLAND,A,WL,GW
TX1850009,24026,7 - 400' N OF PLANT,A,WL,GW
TX2510018,59824,"2611 TX 214, DENVER CITY",A,SS,
TX2510023,1,WELL,I,WL,GW
TX2520008,46581,DISTRIBUTION SYSTEM,A,DS,
TX2350042,59216,"474 HOLZEAUSER RD, INEZ",A,SS,
TX2350051,10376,PLANT - WELL #1,A,TP,
TX1020018,36942,DISTRIBUTION SYSTEM,A,DS,
TX1070243,10454,PLANT - SH 19 / FM 1861,A,TP,
TX1080001,42419,DISTRIBUTION SYSTEM,A,DS,
TX1080001,33656,INTAKE 1 - SAN JUAN MAIN CANAL,A,IN,SW
TX1080001,18079,3 - PLANT SITE (NEW),I,WL,GW
TX1070215,42395,DISTRIBUTION SYSTEM,A,DS,
TX1080004,42422,DISTRIBUTION SYSTEM,A,DS,
TX1080007,42425,DISTRIBUTION SYSTEM,A,DS,
TX1080007,18077,W2,A,WL,GW
TX1020063,42163,DISTRIBUTION SYSTEM,A,DS,
TX1080010,42428,DISTRIBUTION SYSTEM,A,DS,
TX1020059,42160,DISTRIBUTION SYSTEM,A,DS,
TX2530004,46585,DISTRIBUTION SYSTEM,A,DS,
NE3114110,10893,EW 02,I,OT,
NE3115102,3490,WELL 541,I,WL,GW
NE3115502,9017,661 TREATMENT,I,TP,
UTAH03005,7310,UTAH03005 DISTRIBUTION SYSTEM,A,DS,
UTAH03005,839,PITCHER TANK,A,ST,
UTAH03002,3095,WELL #5,A,WL,GW
UTAH03002,731,STORAGE FACILITY ST001,A,ST,
VA1051100,10913,ST002 HAPPY VALLEY TANK #1,A,ST,
VA1051100,10915,ST003 MULLINS RIDGE TANK,A,ST,
VA1051100,10917,ST005 RED ONION TANK # 2,A,ST,
VA1051721,21038,DS001 - DISTRIBUTION SYSTEM,A,DS,
TX2270313,35990,SW FROM TRAVIS COUNTY MUD 4,A,CC,SW
TX2270313,45835,DISTRIBUTION SYSTEM,A,DS,
TX1020063,17841,3 - PLANT / PINEWAY ST,A,WL,GW
TX1020074,42173,DISTRIBUTION SYSTEM,A,DS,
TX1080022,42432,DISTRIBUTION SYSTEM,A,DS,
TX1080022,4106,SWTP HAVANA  - 41791 W EXP 83,A,TP,
TX1080022,826,PLANT - 492 PLANT CLARIFIER A,I,TP,
TX1140002,63151,PURCHASE DIRECT PRESSURE,A,TP,
TX1140002,42671,DISTRIBUTION SYSTEM,A,DS,
TX1013287,47176,DISTRIBUTION SYSTEM,A,DS,
TX1080023,42433,DISTRIBUTION SYSTEM,A,DS,
TX1080029,42434,DISTRIBUTION SYSTEM,A,DS,
TX1020061,42161,DISTRIBUTION SYSTEM,A,DS,
TX1020061,6348,PLANT - 3300 LANSING SWITCH RD,A,TP,
TX1860029,11190,PLANT - TANK YARD,A,TP,
TX1860029,57487,"STEPHAN LN, COYANOSA",A,SS,
PA5260007,002,ASKON HOLLOW RESERVR,I,IN,SW
PA5260007,003,NORTH FAYETTE CO MA,A,CC,SW
PA5260007,005,WELL #1,I,WL,GW
PA5260007,101,CLEARWELL,I,SS,
PA5260007,300,FAIRCHANCE WTP,I,TP,
TX1870149,57535,SPRING CREEK LOOP / CONWAY RD,A,SS,
TX1870151,57537,"600 BURCHFIELD DR, LIVINGSTON",A,SS,
VA4073800,17204,DISTRIBUTION SYSTEM,A,DS,
VA4073800,23107,DUAL BOOSTER PUMPS AT WELL #1,A,PF,
TX1090068,54298,"144 FM 1947, HILLSBORO",A,SS,
TX1100001,54306,9TH / COKE,A,SS,
TX1100001,18086,1 - 6TH / COKE,A,WL,GW
TX1100001,18106,7 - W 9TH / IGOE,A,WL,GW
VA1027061,20760,PF023 - JEWELL RIDGE #2 PUMP STATION,A,PF,
VA1027061,23537,PF058 - LOWER MILL BRANCH PUMP STATION,A,PF,
VA1027061,11081,ST019 - GRUNDY SR. HIGH (HOSPITAL) TANK,A,ST,
VA3131120,15106,DISTRIBUTION SYSTEM,A,DS,
VA3131120,15102,EAST WELL,I,WL,GW
VA3131120,15103,ELEVATED TANK,A,ST,
VA3131120,8804,TREATMENT PLANT,A,TP,
VA3131120,1772,WEST WELL,A,WL,GW
TX1013014,53623,PT / GULF COAST,I,SS,
TX1013014,4487,KLIEN SPRING SCHOOL,I,TP,
TX1013014,18710,1 - 18026 STRACK,I,WL,GW
TX1090068,1275,SWTP AQUILLA,A,TP,
TX1090048,4856,PLANT - 501 COLLEGE ST,I,TP,
TX1090048,54288,PS - 501 COLLEGE  ST,A,SS,
VA3001500,15133,DISTRIBUTION SYSTEM,A,DS,
